SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,EnrollmentTotal,EnrollmentWhite,EnrollmentBlack,EnrollmentAsian,EnrollmentHispanic,EnrollmentNative
4230074,Refugio High,69328,Santa Ynez Valley Union High,42,Santa Barbara,21,*,*,*,16,*
109512,Cal Burke High,64733,Los Angeles Unified,19,Los Angeles,217,*,*,*,201,*
1330133,Southwest High,63115,Central Union High,13,Imperial,2086,82,*,17,1974,*
117721,Contreras Learning Center-Academic Leadership Community,64733,Los Angeles Unified,19,Los Angeles,501,*,*,*,474,*
1330141,Renaissance,63081,Brawley Union High,13,Imperial,26,*,*,*,26,*
1936350,North Hollywood Senior High,64733,Los Angeles Unified,19,Los Angeles,2694,481,89,248,1766,*
109538,Marco Antonio Firebaugh High,64774,Lynwood Unified,19,Los Angeles,1737,*,75,*,1648,*
3730405,Bonita Vista Senior High,68411,Sweetwater Union High,37,San Diego,2433,333,74,43,1586,*
1534957,Rosamond High Early College Campus,63776,Southern Kern Unified,15,Kern,855,223,75,*,516,*
117747,Los Angeles High School of the Arts,64733,Los Angeles Unified,19,Los Angeles,447,*,12,18,394,*
1936384,North Park Continuation High,64287,Baldwin Park Unified,19,Los Angeles,304,*,*,*,285,*
330753,Amador High,73981,Amador County Unified,3,Amador,668,458,*,*,134,*
117762,School for the Visual Arts and Humanities,64733,Los Angeles Unified,19,Los Angeles,448,*,*,21,404,*
732164,De Anza High,61796,West Contra Costa Unified,7,Contra Costa,1426,109,320,172,686,*
3730447,Borrego Springs High,67983,Borrego Springs Unified,37,San Diego,135,21,*,*,109,*
1936418,Northview High,64436,Covina-Valley Unified,19,Los Angeles,1338,51,22,33,1176,*
3132453,Del Oro High,66894,Placer Union High,31,Placer,1778,1389,14,30,207,17
125989,STEM Academy at Bernstein High,64733,Los Angeles Unified,19,Los Angeles,606,26,*,19,518,*
1035310,Reedley High,62265,Kings Canyon Joint Unified,10,Fresno,1871,185,*,19,1620,*
2133056,San Marin High,65417,Novato Unified,21,Marin,1154,625,14,55,362,*
134213,Come Back Butte Charter,10041,Butte County Office of Education,4,Butte,127,76,*,*,23,*
3632205,Chaffey High,67652,Chaffey Joint Union High,36,San Bernardino,3549,165,117,44,3130,14
3738705,Vista High,68452,Vista Unified,37,San Diego,2391,328,43,30,1882,*
1936467,Norwalk High,64840,Norwalk-La Mirada Unified,19,Los Angeles,2020,51,55,38,1775,*
1936475,El Camino High (Continuation),64840,Norwalk-La Mirada Unified,19,Los Angeles,340,22,*,*,276,*
3034204,Magnolia High,66431,Anaheim Union High,30,Orange,1791,87,43,183,1385,*
3632221,Cajon High,67876,San Bernardino City Unified,36,San Bernardino,3076,318,375,45,2223,15
101477,Leadership Public Schools: Richmond,61796,West Contra Costa Unified,7,Contra Costa,603,*,11,*,579,*
437350,Paradise Senior High,61531,Paradise Unified,4,Butte,556,415,*,*,85,*
1936491,Nueva Vista Continuation High,64295,Bassett Unified,19,Los Angeles,62,*,*,*,61,*
2731115,Community High (Continuation),66134,Pacific Grove Unified,27,Monterey,25,15,*,*,*,*
134254,Pinnacle Academy Charter - Independent Study,66068,South Monterey County Joint Union High,27,Monterey,157,11,*,*,143,*
1535087,Shafter High,63529,Kern High,15,Kern,1709,114,11,19,1552,*
134270,Irvington High,61176,Fremont Unified,1,Alameda,2411,203,20,1772,241,*
1133701,Hamilton High,76562,Hamilton Unified,11,Glenn,304,54,*,*,223,*
117911,New Millennium Secondary,64733,Los Angeles Unified,19,Los Angeles,194,*,37,*,144,*
5434527,Redwood High,72256,Visalia Unified,54,Tulare,2599,653,27,134,1626,18
134304,Island High (Continuation),61119,Alameda Unified,1,Alameda,108,21,22,*,37,*
4730024,Discovery High,70516,Yreka Union High,47,Siskiyou,85,53,*,*,13,*
126136,Math and Science College Preparatory,64733,Los Angeles Unified,19,Los Angeles,528,*,43,*,480,*
1232057,Zoe Barnum High,75515,Eureka City Schools,12,Humboldt,98,55,*,*,20,*
101576,Weston Ranch High,68593,Manteca Unified,39,San Joaquin,1684,142,240,207,861,*
134346,Intellectual Virtues Academy,10199,Los Angeles County Office of Education,19,Los Angeles,102,15,14,*,59,*
117994,YouthBuild Charter School of California,10140,Inyo County Office of Education,14,Inyo,1602,41,261,*,1250,*
134379,Imperial Pathways Charter,10132,Imperial County Office of Education,13,Imperial,306,11,*,*,284,*
1936624,Palmdale High,64246,Antelope Valley Union High,19,Los Angeles,2758,97,394,*,2176,*
4730107,Scott River High,76455,Scott Valley Unified,47,Siskiyou,31,14,*,*,*,*
2133254,Madrone High Continuation,65466,San Rafael City High,21,Marin,148,*,*,*,139,*
3730694,Carlsbad High,73551,Carlsbad Unified,37,San Diego,2417,1384,32,85,728,*
2133262,San Rafael High,65466,San Rafael City High,21,Marin,1321,363,11,46,881,*
3730702,West Hills High,68130,Grossmont Union High,37,San Diego,1725,966,40,62,486,22
101659,"CATCH Prep Charter High, Inc.",64733,Los Angeles Unified,19,Los Angeles,165,*,95,*,60,*
126243,Chaffey District Online High,67652,Chaffey Joint Union High,36,San Bernardino,91,34,*,*,37,*
3730728,Rancho Buena Vista High,68452,Vista Unified,37,San Diego,2066,506,54,45,1294,*
3034410,Marina High,66548,Huntington Beach Union High,30,Orange,2401,1038,26,528,597,*
101675,Oscar De La Hoya Animo Charter High,64733,Los Angeles Unified,19,Los Angeles,633,*,*,*,622,*
4730156,Yreka Union High Community Day,70516,Yreka Union High,47,Siskiyou,17,*,*,*,*,*
2633006,Coleville High,73668,Eastern Sierra Unified,26,Mono,76,32,*,*,35,*
134452,John F. Kennedy High,61176,Fremont Unified,1,Alameda,1445,248,60,429,491,*
437558,Pleasant Valley High,61424,Chico Unified,4,Butte,1817,1159,39,122,354,16
1035575,Riverdale High,75408,Riverdale Joint Unified,10,Fresno,555,67,*,*,481,*
4230454,Cabrillo High,69229,Lompoc Unified,42,Santa Barbara,1213,433,43,25,601,*
437566,Prospect High (Continuation),61515,Oroville Union High,4,Butte,186,105,11,*,39,23
109900,Vista Real Charter High,10561,Ventura County Office of Education,56,Ventura,2000,417,27,11,1466,*
1232206,Eureka Senior High,75515,Eureka City Schools,12,Humboldt,1254,629,21,147,258,64
126292,Reedley Middle College High,62265,Kings Canyon Joint Unified,10,Fresno,250,33,*,*,210,*
101725,Grizzly ChalleNGe Charter,10405,San Luis Obispo County Office of Education,40,San Luis Obispo,375,40,*,*,315,*
3730793,Foothills High,73791,San Marcos Unified,37,San Diego,99,39,*,*,55,*
1936749,Paramount High,64873,Paramount Unified,19,Los Angeles,4320,43,326,30,3836,*
3730801,Castle Park Senior High,68411,Sweetwater Union High,37,San Diego,1631,90,29,*,1428,*
1936756,Buena Vista High,64873,Paramount Unified,19,Los Angeles,241,*,24,*,208,*
118133,Five Keys Adult School (SF Sheriff's),68478,San Francisco Unified,38,San Francisco,765,75,65,*,584,*
109942,Los Angeles College Prep Academy,77289,SBE - Los Angeles College Prep Academy,19,Los Angeles,69,*,*,*,53,*
3632502,Chino High,67678,Chino Valley Unified,36,San Bernardino,1991,197,44,52,1647,*
118141,Five Keys Independence HS (SF Sheriff's),68478,San Francisco Unified,38,San Francisco,5930,593,1359,81,3486,49
134528,Lincoln High (Continuation),61291,San Leandro Unified,1,Alameda,228,*,32,*,166,*
3730819,Rancho Bernardo High,68296,Poway Unified,37,San Diego,2444,1091,52,418,456,*
1936772,Park West High (Continuation),64907,Pomona Unified,19,Los Angeles,286,*,19,*,258,*
134536,Livermore High,61200,Livermore Valley Joint Unified,1,Alameda,1893,888,31,176,590,*
3739018,El Camino High,73569,Oceanside Unified,37,San Diego,2914,594,137,80,1698,*
101774,Five Keys Charter (SF Sheriff's),68478,San Francisco Unified,38,San Francisco,390,35,58,*,273,*
3739026,Surfside High (Continuation),73569,Oceanside Unified,37,San Diego,252,34,*,*,200,*
3435930,Mira Loma High,67447,San Juan Unified,34,Sacramento,1844,664,137,452,396,*
3730843,Eastlake High,68411,Sweetwater Union High,37,San Diego,2913,534,82,113,1489,*
1535392,South High,63529,Kern High,15,Kern,2414,103,218,25,2025,*
1936806,Rose City High (Continuation),64881,Pasadena Unified,19,Los Angeles,270,*,30,*,220,*
2330033,Round Valley Continuation,65607,Round Valley Unified,23,Mendocino,27,*,*,*,*,17
3337649,Mountain View High,67249,San Jacinto Unified,33,Riverside,334,32,29,*,256,*
1936822,Pasadena High,64881,Pasadena Unified,19,Los Angeles,1891,354,221,82,1118,*
3337656,San Jacinto High,67249,San Jacinto Unified,33,Riverside,2910,264,256,26,2186,37
134585,Pathways Academy Charter Adult Education,75309,Acton-Agua Dulce Unified,19,Los Angeles,43,*,*,*,30,*
2330041,Potter Valley High,73866,Potter Valley Community Unified,23,Mendocino,72,35,*,*,30,*
4230587,Carpinteria Senior High,69146,Carpinteria Unified,42,Santa Barbara,677,155,*,*,496,*
3730884,Scripps Ranch High,68338,San Diego Unified,37,San Diego,2079,826,51,540,300,*
2330058,Rancheria Continuation,65540,Anderson Valley Unified,23,Mendocino,16,*,*,*,12,*
2330090,Mendocino Sunrise High,65581,Mendocino Unified,23,Mendocino,15,12,*,*,*,*
4935151,Petaluma High,70862,Petaluma Joint Union High,49,Sonoma,1404,903,14,26,388,12
3730934,Campo High (Continuation),68213,Mountain Empire Unified,37,San Diego,25,*,*,*,17,*
1936889,Pioneer High,65128,Whittier Union High,19,Los Angeles,1257,25,*,*,1210,*
101881,New Technology High,67439,Sacramento City Unified,34,Sacramento,182,26,18,*,125,*
2330108,South Coast Continuation,65599,Point Arena Joint Union High,23,Mendocino,14,*,*,*,*,*
126474,"Hilda L. Solis Learning Academy School of Technology, Business and Education",64733,Los Angeles Unified,19,Los Angeles,266,*,*,*,261,*
101899,George Washington Carver School of Arts and Science,67439,Sacramento City Unified,34,Sacramento,252,138,19,*,67,*
134668,James Logan High,61242,New Haven Unified,1,Alameda,3565,179,186,931,1265,12
3935756,Ripon High,68650,Ripon Unified,39,San Joaquin,1065,547,*,46,392,*
126482,Augustus F. Hawkins High A Critical Design and Gaming,64733,Los Angeles Unified,19,Los Angeles,477,*,73,*,388,*
101907,The MET,67439,Sacramento City Unified,34,Sacramento,247,86,16,*,110,*
3730967,Oasis High (Alternative),68122,Fallbrook Union High,37,San Diego,92,46,*,*,41,*
126490,Augustus F. Hawkins High B Community Health Advocates,64733,Los Angeles Unified,19,Los Angeles,422,*,39,*,376,*
110106,Orange Grove High,67033,Corona-Norco Unified,33,Riverside,215,35,11,*,158,*
118307,Pride Continuation,68577,Linden Unified,39,San Joaquin,68,18,*,*,46,*
118315,East Village Middle College High,68338,San Diego Unified,37,San Diego,127,13,*,*,96,*
126508,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,64733,Los Angeles Unified,19,Los Angeles,254,*,56,*,189,*
4337200,San Jose High,69666,San Jose Unified,43,Santa Clara,1059,48,21,47,886,*
1936947,Polytechnic High,64725,Long Beach Unified,19,Los Angeles,4103,311,652,648,2105,*
126516,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,64733,Los Angeles Unified,19,Los Angeles,815,*,*,*,809,*
5434931,Strathmore High,75523,Porterville Unified,54,Tulare,412,50,*,*,351,*
1035831,Roosevelt High,62166,Fresno Unified,10,Fresno,2468,110,146,199,1974,12
126524,Linda Esperanza Marquez High B LIBRA Academy,64733,Los Angeles Unified,19,Los Angeles,681,*,*,*,676,*
3731007,La Costa Canyon High,68346,San Dieguito Union High,37,San Diego,1887,1387,17,56,312,*
126532,Linda Esperanza Marquez High C School of Social Justice,64733,Los Angeles Unified,19,Los Angeles,670,*,*,*,663,*
101956,Aspire Benjamin Holt College Preparatory Academy,68585,Lodi Unified,39,San Joaquin,575,85,33,120,268,*
126540,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",64733,Los Angeles Unified,19,Los Angeles,644,*,*,*,631,*
3731023,Escondido Charter High,68106,Escondido Union High,37,San Diego,966,331,22,46,491,*
101972,Rosemont High,67439,Sacramento City Unified,34,Sacramento,1507,435,223,124,527,*
126557,Visual and Performing Arts at Legacy High School Complex,64733,Los Angeles Unified,19,Los Angeles,477,*,*,*,467,*
2330207,Whale Gulch High,75218,Leggett Valley Unified,23,Mendocino,21,14,*,*,*,*
3632742,Colton High,67686,Colton Joint Unified,36,San Bernardino,2152,56,50,*,2024,*
2330215,Noyo High (Continuation),65565,Fort Bragg Unified,23,Mendocino,38,21,*,*,*,*
118380,Christopher High,69484,Gilroy Unified,43,Santa Clara,1779,370,30,79,1129,*
110189,McClymonds High,61259,Oakland Unified,1,Alameda,402,19,301,15,47,*
126573,Mervyn M. Dymally High,64733,Los Angeles Unified,19,Los Angeles,727,*,158,*,553,*
2330223,Laytonville Continuation High,73916,Laytonville Unified,23,Mendocino,1,*,*,*,*,*
3731056,TRACE,68338,San Diego Unified,37,San Diego,595,91,59,42,338,*
3731064,Chula Vista Senior High,68411,Sweetwater Union High,37,San Diego,2368,170,40,19,2015,*
4935292,Piner High,70920,Santa Rosa High,49,Sonoma,1483,247,35,86,1030,17
110205,Lemoore Middle College High,63982,Lemoore Union High,16,Kings,239,69,*,*,116,*
5631619,Adolfo Camarillo High,72546,Oxnard Union High,56,Ventura,2169,845,32,122,930,*
1937028,Pomona High,64907,Pomona Unified,19,Los Angeles,1193,16,91,21,1041,*
102038,Sacramento Charter High,67439,Sacramento City Unified,34,Sacramento,450,*,246,*,137,*
126615,Academies of Education and Empowerment at Carson High,64733,Los Angeles Unified,19,Los Angeles,534,14,78,13,297,*
1937051,Quartz Hill High,64246,Antelope Valley Union High,19,Los Angeles,3129,994,310,94,1411,*
118430,Mission Vista High,68452,Vista Unified,37,San Diego,1665,739,26,101,595,*
126623,Academy of Medical Arts at Carson High,64733,Los Angeles Unified,19,Los Angeles,506,*,59,40,195,*
3632809,Sierra High,67876,San Bernardino City Unified,36,San Bernardino,703,29,78,*,569,*
3731114,Valley Center High,75614,Valley Center-Pauma Unified,37,San Diego,1208,346,*,*,701,105
134841,Orange County Workforce Innovation High,10306,Orange County Department of Education,30,Orange,330,24,12,*,272,*
2133692,Tamalpais High,65482,Tamalpais Union High,21,Marin,1629,1100,61,95,202,*
2830016,Vintage High,66266,Napa Valley Unified,28,Napa,1926,804,11,21,1005,*
4738753,Weed High,70466,Siskiyou Union High,47,Siskiyou,214,106,*,11,44,*
4132551,El Camino High,69070,South San Francisco Unified,41,San Mateo,1246,93,12,193,435,*
134858,California School of the Arts - San Gabriel Valley,64469,Duarte Unified,19,Los Angeles,1021,273,21,113,400,*
1732304,Clear Lake High,64030,Lakeport Unified,17,Lake,422,196,*,*,153,37
102103,Jordan (June) School for Equity,68478,San Francisco Unified,38,San Francisco,253,*,40,*,169,*
3731163,Carlsbad Seaside Academy,73551,Carlsbad Unified,37,San Diego,1115,612,*,101,258,*
134890,San Diego Workforce Innovation High,67983,Borrego Springs Unified,37,San Diego,3869,755,233,22,2592,24
2830065,Palisades High (Continuation),66241,Calistoga Joint Unified,28,Napa,15,*,*,*,15,*
2330355,Lighthouse Community Day,65565,Fort Bragg Unified,23,Mendocino,14,13,*,*,*,*
1937143,Redondo Union High,75341,Redondo Beach Unified,19,Los Angeles,3167,1496,120,243,785,*
118521,Centinela Valley Independent Study,64352,Centinela Valley Union High,19,Los Angeles,32,*,*,*,24,*
5631742,Channel Islands High,72546,Oxnard Union High,56,Ventura,2816,65,16,*,2547,*
5730049,Wolfskill High,72702,Winters Joint Unified,57,Yolo,36,*,*,*,29,*
126722,East Palo Alto Academy,69062,Sequoia Union High,41,San Mateo,375,*,25,*,330,*
5730056,Madison Community High,72686,Esparto Unified,57,Yolo,17,*,*,*,15,*
134924,Berkeley Technology Academy,61143,Berkeley Unified,1,Alameda,77,*,29,*,29,*
732941,El Cerrito High,61796,West Contra Costa Unified,7,Contra Costa,1648,496,269,268,507,*
3731213,Clairemont High,68338,San Diego Unified,37,San Diego,914,346,14,48,411,*
1937176,Reid High,64725,Long Beach Unified,19,Los Angeles,191,*,27,*,145,*
3034907,Back Bay High,66597,Newport-Mesa Unified,30,Orange,200,48,*,*,141,*
126748,LPS Oakland R & D Campus,61259,Oakland Unified,1,Alameda,496,*,32,*,457,*
2830115,New Technology High,66266,Napa Valley Unified,28,Napa,395,148,*,*,212,*
3731247,High Tech High,68338,San Diego Unified,37,San Diego,528,161,30,16,251,*
4935482,Rancho Cotate High,73882,Cotati-Rohnert Park Unified,49,Sonoma,1522,549,27,41,725,12
118588,Alain Leroy Locke College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,1489,*,316,*,1157,*
1036094,Sanger High,62414,Sanger Unified,10,Fresno,3456,360,38,411,2536,11
3731262,Steele Canyon High,68130,Grossmont Union High,37,San Diego,2200,767,106,26,1081,*
2830149,Valley Oak High,66266,Napa Valley Unified,28,Napa,276,58,*,*,200,*
5631817,Chaparral High,72520,Ojai Unified,56,Ventura,54,33,*,*,21,*
1937226,Reseda Charter High,64733,Los Angeles Unified,19,Los Angeles,1452,191,79,88,1037,*
3034956,Mission Viejo High,73635,Saddleback Valley Unified,30,Orange,1992,969,35,121,649,*
937805,South Tahoe High,61903,Lake Tahoe Unified,9,El Dorado,1188,539,*,*,533,*
102236,Inderkum High,75283,Natomas Unified,34,Sacramento,2390,350,485,454,618,15
3731304,MAAC Community Charter,68411,Sweetwater Union High,37,San Diego,318,*,*,*,304,*
3633005,Eisenhower Senior High,67850,Rialto Unified,36,San Bernardino,2442,35,227,11,2121,*
3731312,Oak Glen High,75614,Valley Center-Pauma Unified,37,San Diego,94,*,*,*,64,16
3034998,Lorin Griset Academy,66670,Santa Ana Unified,30,Orange,470,*,*,*,466,*
110460,Core Learning Academy at Conley-Caraballo High,61242,New Haven Unified,1,Alameda,188,*,20,*,119,*
118653,Ralph J. Bunche High,61259,Oakland Unified,1,Alameda,163,*,70,*,57,*
634758,Maxwell Sr High,61606,Maxwell Unified,6,Colusa,95,37,*,*,54,*
102285,Pioneer Valley High,69310,Santa Maria Joint Union High,42,Santa Barbara,3137,95,11,28,2912,*
110478,Alternative Learning Academy at Conley-Caraballo High,61242,New Haven Unified,1,Alameda,11,*,*,*,*,*
102293,Foresthill High,66894,Placer Union High,31,Placer,177,137,*,*,26,*
126870,San Joaquin Valley High,62364,Parlier Unified,10,Fresno,74,*,*,*,73,*
135061,Alvord Alternative Continuation High,66977,Alvord Unified,33,Riverside,211,11,*,*,189,*
110494,Bidwell Continuation High,61648,Antioch Unified,7,Contra Costa,252,24,109,*,92,*
1535905,Taft Union High,63818,Taft Union High,15,Kern,1070,437,*,*,599,*
3035045,Newport Harbor High,66597,Newport-Mesa Unified,30,Orange,2339,1384,23,63,773,*
1331115,Imperial Ave. Holbrook High,63164,Imperial Unified,13,Imperial,46,*,*,*,39,*
135087,Opportunity Youth Academy,10439,Santa Clara County Office of Education,43,Santa Clara,537,17,28,16,459,*
4935607,Ridgway High (Continuation),70920,Santa Rosa High,49,Sonoma,400,78,*,*,278,*
1634245,Earl F. Johnson High (Continuation),63925,Hanford Joint Union High,16,Kings,149,15,14,*,116,*
4132817,Half Moon Bay High,68890,Cabrillo Unified,41,San Mateo,1085,435,*,16,559,*
3330008,La Sierra High,66977,Alvord Unified,33,Riverside,1687,151,57,65,1344,*
3035102,University High,73650,Irvine Unified,30,Orange,1806,659,34,723,193,*
102368,Ann Sobrato High,69583,Morgan Hill Unified,43,Santa Clara,1511,476,23,238,617,13
3330024,Arlington High,67215,Riverside Unified,33,Riverside,2019,314,91,57,1449,*
3330032,La Familia Continuation High,73676,Coachella Valley Unified,33,Riverside,155,*,*,*,152,*
2535409,Modoc High,73585,Modoc Joint Unified,25,Modoc,253,158,*,*,58,18
2134005,Terra Linda High,65466,San Rafael City High,21,Marin,1280,508,20,72,602,*
102392,Millennium Charter,75499,Tracy Joint Unified,39,San Joaquin,557,122,35,56,283,*
2035707,Madera High,65243,Madera Unified,20,Madera,2147,176,32,49,1844,*
110593,James C. Enochs High,71175,Modesto City High,50,Stanislaus,2483,794,72,167,1099,*
5738505,Winters High,72702,Winters Joint Unified,57,Yolo,495,131,*,*,349,*
118794,Murrieta Mesa High,75200,Murrieta Valley Unified,33,Riverside,2519,899,166,95,1074,*
1232909,Ferndale High,75374,Ferndale Unified,12,Humboldt,163,123,*,*,29,*
1937424,Theodore Roosevelt Senior High,64733,Los Angeles Unified,19,Los Angeles,1522,*,11,*,1492,*
3330065,Alessandro High,67082,Hemet Unified,33,Riverside,489,88,68,*,305,*
118802,Citrus Valley High,67843,Redlands Unified,36,San Bernardino,2270,505,156,165,1268,*
5435409,Tulare Union High,72249,Tulare Joint Union High,54,Tulare,1719,322,57,12,1286,*
5632021,Fillmore Senior High,72454,Fillmore Unified,56,Ventura,1062,66,*,*,979,*
3731478,Coronado High,68031,Coronado Unified,37,San Diego,1110,625,12,22,260,*
3731486,Elite Academy,68130,Grossmont Union High,37,San Diego,51,13,*,*,19,*
102434,Animo South Los Angeles Charter,64733,Los Angeles Unified,19,Los Angeles,654,*,133,*,514,*
110627,Eleanor Roosevelt High,67033,Corona-Norco Unified,33,Riverside,4838,820,488,855,2204,13
4231205,Cuyama Valley High,75010,Cuyama Joint Unified,42,Santa Barbara,50,*,*,*,43,*
3731502,San Ysidro High,68411,Sweetwater Union High,37,San Diego,2557,133,47,20,2241,11
102459,Golden Valley High,65136,William S. Hart Union High,19,Los Angeles,2213,402,181,81,1310,*
430140,Oroville High Community Day,61515,Oroville Union High,4,Butte,10,*,*,*,*,*
3330115,Ortega High,75176,Lake Elsinore Unified,33,Riverside,739,138,27,*,525,*
118851,King-Chavez Community High,68338,San Diego Unified,37,San Diego,322,*,*,*,316,*
733253,Greenwood Academy,61796,West Contra Costa Unified,7,Contra Costa,376,24,89,19,229,*
3731528,Westview High,68296,Poway Unified,37,San Diego,2419,847,53,780,281,*
1937481,Rosemead High,64519,El Monte Union High,19,Los Angeles,1825,30,*,798,952,*
5435466,Tulare Western High,72249,Tulare Joint Union High,54,Tulare,2064,289,51,31,1644,*
102475,West Ranch High,65136,William S. Hart Union High,19,Los Angeles,2240,923,86,419,545,*
135244,Mission San Jose High,61176,Fremont Unified,1,Alameda,2076,90,*,1856,56,*
110668,Frida Kahlo High,64733,Los Angeles Unified,19,Los Angeles,175,*,12,*,162,*
3731536,Grossmont Middle College High,68130,Grossmont Union High,37,San Diego,73,45,*,*,15,*
1634401,Hanford High,63925,Hanford Joint Union High,16,Kings,1659,310,53,*,1221,*
4337762,Saratoga High,69534,Los Gatos-Saratoga Union High,43,Santa Clara,1308,278,*,805,54,*
118885,Shadow Hills High,67058,Desert Sands Unified,33,Riverside,2043,253,31,11,1653,*
135269,Oxford Day Academy,10413,San Mateo County Office of Education,41,San Mateo,104,*,*,*,78,*
3330172,Perris Lake High (Continuation),67207,Perris Union High,33,Riverside,480,50,29,*,385,*
1536135,Tehachapi High,63826,Tehachapi Unified,15,Kern,1267,771,21,14,430,*
118919,Sierra Pacific High,63925,Hanford Joint Union High,16,Kings,1030,280,24,32,616,*
4739207,Yreka High,70516,Yreka Union High,47,Siskiyou,698,438,*,20,119,34
2732170,King City High,66068,South Monterey County Joint Union High,27,Monterey,1263,96,*,*,1123,16
3633302,Fontana High,67710,Fontana Unified,36,San Bernardino,2628,48,55,*,2494,*
135319,Mt. Eden High,61192,Hayward Unified,1,Alameda,1994,76,157,221,1147,*
118935,Del Norte High,68296,Poway Unified,37,San Diego,2503,943,38,827,276,*
1331354,Desert Valley High (Continuation),63081,Brawley Union High,13,Imperial,194,*,*,*,182,*
1937564,John A. Rowland High,73452,Rowland Unified,19,Los Angeles,2072,71,32,789,948,*
118950,Sherman Thomas Charter High,65243,Madera Unified,20,Madera,87,21,*,*,62,*
3330214,Banning High,66985,Banning Unified,33,Riverside,1219,128,77,53,869,36
110759,John F. Kennedy High,67033,Corona-Norco Unified,33,Riverside,623,188,28,80,268,*
3436714,Rio Americano High,67447,San Juan Unified,34,Sacramento,2023,1248,76,137,385,14
3731627,Otay Ranch Senior High,68411,Sweetwater Union High,37,San Diego,2478,242,135,87,1320,11
3330222,New Horizon High,66985,Banning Unified,33,Riverside,127,12,21,*,78,*
4935862,San Antonio High (Continuation),70862,Petaluma Joint Union High,49,Sonoma,127,38,*,*,79,*
1937598,Chaparral High (Continuation),64329,Bonita Unified,19,Los Angeles,124,20,*,*,88,*
3633351,Green Valley High,67959,Yucaipa-Calimesa Joint Unified,36,San Bernardino,202,104,*,*,81,*
1331404,Brawley Union High,63081,Brawley Union High,13,Imperial,1941,87,16,*,1815,*
4133070,Hillsdale High,69047,San Mateo Union High,41,San Mateo,1714,560,17,276,595,*
1937622,San Fernando Senior High,64733,Los Angeles Unified,19,Los Angeles,2103,33,19,*,2028,*
2732253,Central Coast High,66092,Monterey Peninsula Unified,27,Monterey,206,22,19,*,153,*
119016,Da Vinci Science,76869,Wiseburn Unified,19,Los Angeles,577,87,55,35,332,*
127209,Insight School of California,63628,Maricopa Unified,15,Kern,532,142,63,*,223,*
3731692,El Cajon Valley High,68130,Grossmont Union High,37,San Diego,1726,694,157,37,757,*
4337903,Silver Creek High,69427,East Side Union High,43,Santa Clara,2536,118,45,1217,832,*
127217,Alliance Alice M. Baxter College-Ready High,64733,Los Angeles Unified,19,Los Angeles,179,*,13,*,151,*
4034807,Morro Bay High,68809,San Luis Coastal Unified,40,San Luis Obispo,903,551,*,19,244,*
930040,Mt. Tallac High,61903,Lake Tahoe Unified,9,El Dorado,71,21,*,*,44,*
119040,John C. Kimball High,75499,Tracy Joint Unified,39,San Joaquin,1644,362,124,305,607,*
127233,Young Adult Program,61176,Fremont Unified,1,Alameda,36,*,*,17,*,*
135426,Bridgepoint High (Continuation),61234,Newark Unified,1,Alameda,85,12,*,*,52,*
127241,Del Lago Academy - Campus of Applied Science,68106,Escondido Union High,37,San Diego,795,192,12,38,518,*
3830031,Wells (Ida B.) High,68478,San Francisco Unified,38,San Francisco,235,16,48,19,123,*
3035409,Orange High,66621,Orange Unified,30,Orange,1784,129,26,72,1509,*
4231452,Delta High,69310,Santa Maria Joint Union High,42,Santa Barbara,565,44,*,*,500,*
1937697,San Gabriel High,75713,Alhambra Unified,19,Los Angeles,1968,22,*,1088,708,*
2134310,Tomales High,73361,Shoreline Unified,21,Marin,167,45,*,*,114,*
119081,Bishop Independent Study,76687,Bishop Unified,14,Inyo,23,*,*,*,*,*
3830064,Downtown High,68478,San Francisco Unified,38,San Francisco,223,*,50,*,125,*
5738802,Woodland Senior High,72710,Woodland Joint Unified,57,Yolo,1348,256,13,34,989,*
930099,Divide High,73783,Black Oak Mine Unified,9,El Dorado,18,13,*,*,*,*
5738810,Cache Creek High (Continuation),72710,Woodland Joint Unified,57,Yolo,212,32,*,*,163,*
5337407,Hayfork High,75028,Mountain Valley Unified,53,Trinity,86,44,*,23,*,*
3330370,Temecula Valley High,75192,Temecula Valley Unified,33,Riverside,3182,1462,96,95,1116,18
1536325,Vista Continuation High,63529,Kern High,15,Kern,263,22,29,*,202,*
1937739,San Dimas High,64329,Bonita Unified,19,Los Angeles,1367,302,47,69,792,*
119115,Oak Hills High,75044,Hesperia Unified,36,San Bernardino,2672,568,211,46,1771,*
5337423,Southern Trinity High,73833,Southern Trinity Joint Unified,53,Trinity,27,19,*,*,*,*
930131,Rite of Passage,10090,El Dorado County Office of Education,9,El Dorado,191,42,52,*,77,*
1937747,Ron Hockwalt Academies (Continuation),73460,Walnut Valley Unified,19,Los Angeles,70,*,*,22,30,*
3330388,Palm Desert High,67058,Desert Sands Unified,33,Riverside,2188,848,36,99,1050,*
127316,Rancho Mirage High,67173,Palm Springs Unified,33,Riverside,1568,204,50,*,1217,*
1937754,San Marino High,64964,San Marino Unified,19,Los Angeles,960,230,*,534,62,*
