,SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName
2430064,2430064,Granada High,65730,Le Grand Union High,24,Merced
1930353,1930353,Arena High (Continuation),64535,El Segundo Unified,19,Los Angeles
4338802,4338802,Adrian Wilcox High,69674,Santa Clara Unified,43,Santa Clara
4437109,4437109,Santa Cruz High,69823,Santa Cruz City High,44,Santa Cruz
1930361,1930361,Artesia High,64212,ABC Unified,19,Los Angeles
1938554,1938554,Sylmar Charter High,64733,Los Angeles Unified,19,Los Angeles
2733178,2733178,North Salinas High,66159,Salinas Union High,27,Monterey
1995901,1995901,Diamond Ranch High,64907,Pomona Unified,19,Los Angeles
3937406,3937406,Stagg Senior High,68676,Stockton Unified,39,San Joaquin
2430080,2430080,Irwin High (Continuation),65698,Hilmar Unified,24,Merced
1037456,1037456,Tranquillity High,75234,Golden Plains Unified,10,Fresno
3732625,3732625,Grossmont High,68130,Grossmont Union High,37,San Diego
2430098,2430098,Golden Valley High,65789,Merced Union High,24,Merced
1930387,1930387,Central High,64733,Los Angeles Unified,19,Los Angeles
119958,119958,Academy (The)- SF @McAteer,68478,San Francisco Unified,38,San Francisco
119966,119966,Felicitas and Gonzalo Mendez High,64733,Los Angeles Unified,19,Los Angeles
1995935,1995935,Cabrillo High,64725,Long Beach Unified,19,Los Angeles
734368,734368,Monte Vista High,61804,San Ramon Valley Unified,7,Contra Costa
2430114,2430114,Delhi High,75366,Delhi Unified,24,Merced
1930403,1930403,Whitney Young Continuation,64733,Los Angeles Unified,19,Los Angeles
4035754,4035754,Paso Robles High,75457,Paso Robles Joint Unified,40,San Luis Obispo
4330668,4330668,Latino College Preparatory Academy,69427,East Side Union High,43,Santa Clara
4035762,4035762,Liberty High (Continuation),75457,Paso Robles Joint Unified,40,San Luis Obispo
1938612,1938612,Taft Charter High,64733,Los Angeles Unified,19,Los Angeles
4330676,4330676,San Jose Conservation Corps Charter,69427,East Side Union High,43,Santa Clara
111799,111799,East Bay Arts High,61309,San Lorenzo Unified,1,Alameda
1930429,1930429,View Park Continuation,64733,Los Angeles Unified,19,Los Angeles
1995968,1995968,Phoenix High Community Day,64246,Antelope Valley Union High,19,Los Angeles
3134657,3134657,Lincoln High,66951,Western Placer Unified,31,Placer
4330692,4330692,Evergreen Valley High,69427,East Side Union High,43,Santa Clara
3036357,3036357,Santa Ana High,66670,Santa Ana Unified,30,Orange
111831,111831,Olympian High,68411,Sweetwater Union High,37,San Diego
128215,128215,Harvest High,68650,Ripon Unified,39,San Joaquin
5633250,5633250,Moorpark High,73940,Moorpark Unified,56,Ventura
6034664,6034664,Laurel Ruff Transition,67447,San Juan Unified,34,Sacramento
111856,111856,American Indian Public High,61259,Oakland Unified,1,Alameda
4830451,4830451,Armijo High,70540,Fairfield-Suisun Unified,48,Solano
1930486,1930486,Moneta Continuation,64733,Los Angeles Unified,19,Los Angeles
1938679,1938679,Temple City High,65052,Temple City Unified,19,Los Angeles
2635001,2635001,Lee Vining High,73668,Eastern Sierra Unified,26,Mono
3732732,3732732,Helix High,68130,Grossmont Union High,37,San Diego
2430205,2430205,Buhach Colony High,65789,Merced Union High,24,Merced
111872,111872,SOAR High (Students On Academic Rise),64246,Antelope Valley Union High,19,Los Angeles
4338950,4338950,Willow Glen High,69666,San Jose Unified,43,Santa Clara
4330759,4330759,Boynton High,69401,Campbell Union High,43,Santa Clara
1332501,1332501,Calipatria High,63107,Calipatria Unified,13,Imperial
1635606,1635606,Lemoore High,63982,Lemoore Union High,16,Kings
1930528,1930528,Azusa High,64279,Azusa Unified,19,Los Angeles
3036456,3036456,Valley High,66670,Santa Ana Unified,30,Orange
3732781,3732781,Henry High,68338,San Diego Unified,37,San Diego
1996081,1996081,Del Mar High,75291,San Gabriel Unified,19,Los Angeles
3634482,3634482,Ontario High,67652,Chaffey Joint Union High,36,San Bernardino
1930551,1930551,San Antonio Continuation,64733,Los Angeles Unified,19,Los Angeles
1938752,1938752,Torrance High,65060,Torrance Unified,19,Los Angeles
136515,136515,Piedmont High,61275,Piedmont City Unified,1,Alameda
1930577,1930577,Pueblo de Los Angeles Continuation,64733,Los Angeles Unified,19,Los Angeles
1996123,1996123,El Monte Union High School Community Day,64519,El Monte Union High,19,Los Angeles
1996131,1996131,Anderson W. Clark Magnet High,64568,Glendale Unified,19,Los Angeles
734566,734566,Mt. Diablo High,61754,Mt. Diablo Unified,7,Contra Costa
1930601,1930601,Baldwin Park High,64287,Baldwin Park Unified,19,Los Angeles
2930030,2930030,North Point Academy,66357,Nevada Joint Union High,29,Nevada
3732849,3732849,Hilltop Senior High,68411,Sweetwater Union High,37,San Diego
4330866,4330866,Branham High,69401,Campbell Union High,43,Santa Clara
5731708,5731708,Delta High,67413,River Delta Joint Unified,34,Sacramento
136572,136572,Santa Cruz County Career Advancement Charter,10447,Santa Cruz County Office of Education,44,Santa Cruz
5830013,5830013,Lindhurst High,72736,Marysville Joint Unified,58,Yuba
2930048,2930048,Bear River High,66357,Nevada Joint Union High,29,Nevada
3036555,3036555,Santiago High,66522,Garden Grove Unified,30,Orange
128397,128397,Come Back Kids,10330,Riverside County Office of Education,33,Riverside
431502,431502,Fair View High (Continuation),61424,Chico Unified,4,Butte
4838801,4838801,Vanden High,70565,Travis Unified,48,Solano
2930071,2930071,Silver Springs High (Continuation),66357,Nevada Joint Union High,29,Nevada
1930650,1930650,Phineas Banning Senior High,64733,Los Angeles Unified,19,Los Angeles
112029,112029,School of Business and Tourism at Contreras Learning Complex,64733,Los Angeles Unified,19,Los Angeles
4437406,4437406,Soquel High,69823,Santa Cruz City High,44,Santa Cruz
112037,112037,East Valley Senior High,64733,Los Angeles Unified,19,Los Angeles
112045,112045,Arleta High,64733,Los Angeles Unified,19,Los Angeles
112052,112052,Panorama High,64733,Los Angeles Unified,19,Los Angeles
128447,128447,The Education Corps,10140,Inyo County Office of Education,14,Inyo
1938885,1938885,University High School Charter,64733,Los Angeles Unified,19,Los Angeles
128454,128454,College Bridge Academy,10140,Inyo County Office of Education,14,Inyo
1930700,1930700,Bassett Senior High,64295,Bassett Unified,19,Los Angeles
5830096,5830096,South Lindhurst Continuation High,72736,Marysville Joint Unified,58,Yuba
5838305,5838305,Wheatland Union High,72769,Wheatland Union High,58,Yuba
2930147,2930147,John Muir Charter,10298,Nevada County Office of Education,29,Nevada
1938919,1938919,Fernando R. Ledesma Continuation High,64519,El Monte Union High,19,Los Angeles
128488,128488,Family First Charter,64352,Centinela Valley Union High,19,Los Angeles
833004,833004,Del Norte High,61820,Del Norte County Unified,8,Del Norte
1930734,1930734,Angel's Gate (Continuation),64733,Los Angeles Unified,19,Los Angeles
1938927,1938927,Vail High (Continuation),64808,Montebello Unified,19,Los Angeles
128496,128496,New Opportunities Charter,64352,Centinela Valley Union High,19,Los Angeles
4232690,4232690,La Cuesta Continuation High,76786,Santa Barbara Unified,42,Santa Barbara
1938935,1938935,Valley Alternative High (Continuation),73445,Hacienda la Puente Unified,19,Los Angeles
3634680,3634680,Pacific High,67876,San Bernardino City Unified,36,San Bernardino
136697,136697,Rancho San Juan High,66159,Salinas Union High,27,Monterey
136705,136705,Odyssey STEM Academy,64873,Paramount Unified,19,Los Angeles
3732997,3732997,Hoover High,68338,San Diego Unified,37,San Diego
3331600,3331600,Corona High,67033,Corona-Norco Unified,33,Riverside
1938968,1938968,Van Nuys Senior High,64733,Los Angeles Unified,19,Los Angeles
1996313,1996313,Animo Leadership High,64709,Lennox,19,Los Angeles
1930783,1930783,Phoenix Continuation,64733,Los Angeles Unified,19,Los Angeles
4331039,4331039,Calaveras Hills,73387,Milpitas Unified,43,Santa Clara
1996321,1996321,Academy of the Canyons,65136,William S. Hart Union High,19,Los Angeles
1930791,1930791,Mt. Lukens Continuation,64733,Los Angeles Unified,19,Los Angeles
120360,120360,Daniel Pearl Journalism & Communications Magnet,64733,Los Angeles Unified,19,Los Angeles
3036712,3036712,Savanna High,66431,Anaheim Union High,30,Orange
4937256,4937256,Sonoma Valley High,70953,Sonoma Valley Unified,49,Sonoma
734764,734764,Olympic Continuation High,61754,Mt. Diablo Unified,7,Contra Costa
431676,431676,Chico High,61424,Chico Unified,4,Butte
1930825,1930825,Bell Gardens High,64808,Montebello Unified,19,Los Angeles
120394,120394,Inspire School of Arts and Sciences,61424,Chico Unified,4,Butte
120402,120402,Alta Vista Alternative High,76786,Santa Barbara Unified,42,Santa Barbara
2733657,2733657,Pacific Grove High,66134,Pacific Grove Unified,27,Monterey
120410,120410,iHigh Virtual Academy,68338,San Diego Unified,37,San Diego
530014,530014,Vallecito Continuation High,61556,Bret Harte Union High,5,Calaveras
1939040,1939040,Venice Senior High,64733,Los Angeles Unified,19,Los Angeles
2332260,2332260,Laytonville High,73916,Laytonville Unified,23,Mendocino
136804,136804,Oxnard Middle College High,72546,Oxnard Union High,56,Ventura
530022,530022,Gold Strike High,61564,Calaveras Unified,5,Calaveras
1930866,1930866,Bell Senior High,64733,Los Angeles Unified,19,Los Angeles
5035654,5035654,Oakdale High,75564,Oakdale Joint Unified,50,Stanislaus
2430601,2430601,Atwater High,65789,Merced Union High,24,Merced
1996438,1996438,Environmental Charter High,64691,Lawndale Elementary,19,Los Angeles
4134557,4134557,Mills High,69047,San Mateo Union High,41,San Mateo
3430048,3430048,Mesa Verde High,67447,San Juan Unified,34,Sacramento
1939107,1939107,Verdugo Hills Senior High,64733,Los Angeles Unified,19,Los Angeles
1930924,1930924,Belmont Senior High,64733,Los Angeles Unified,19,Los Angeles
136887,136887,Sanhedrin Alternative,65623,Willits Unified,23,Mendocino
1930940,1930940,John R. Wooden High,64733,Los Angeles Unified,19,Los Angeles
1939149,1939149,Walnut High,73460,Walnut Valley Unified,19,Los Angeles
1996495,1996495,Village Academy High School at Indian Hill,64907,Pomona Unified,19,Los Angeles
3430097,3430097,La Entrada Continuation High,67447,San Juan Unified,34,Sacramento
5633748,5633748,Newbury Park High,73759,Conejo Valley Unified,56,Ventura
1734359,1734359,Kelseyville High,64014,Kelseyville Unified,17,Lake
1996503,1996503,Renaissance High School for the Arts,64725,Long Beach Unified,19,Los Angeles
3938008,3938008,Tracy High,75499,Tracy Joint Unified,39,San Joaquin
1939164,1939164,Warren (Earl) High,64451,Downey Unified,19,Los Angeles
1930973,1930973,Simon Rodia Continuation,64733,Los Angeles Unified,19,Los Angeles
3733219,3733219,Julian High,68171,Julian Union High,37,San Diego
1930981,1930981,Beverly Hills High,64311,Beverly Hills Unified,19,Los Angeles
112367,112367,William & Marian Ghidotti High,66357,Nevada Joint Union High,29,Nevada
1996529,1996529,City Honors International Preparatory High,64634,Inglewood Unified,19,Los Angeles
136952,136952,Entrepreneur High,67876,San Bernardino City Unified,36,San Bernardino
1996537,1996537,Desert Sands Charter,64246,Antelope Valley Union High,19,Los Angeles
1996552,1996552,Palos Verdes High,64865,Palos Verdes Peninsula Unified,19,Los Angeles
128777,128777,Gateway College and Career Academy,10330,Riverside County Office of Education,33,Riverside
3430154,3430154,American Legion High (Continuation),67439,Sacramento City Unified,34,Sacramento
1333004,1333004,Central Union High,63115,Central Union High,13,Imperial
1931021,1931021,Moreno High (Continuation),64311,Beverly Hills Unified,19,Los Angeles
128793,128793,MERIT Academy,68130,Grossmont Union High,37,San Diego
3430170,3430170,Valley High,67314,Elk Grove Unified,34,Sacramento
4831004,4831004,Benicia High,70524,Benicia Unified,48,Solano
4437794,4437794,Renaissance High Continuation,69799,Pajaro Valley Unified,44,Santa Cruz
4732707,4732707,Dunsmuir High,70250,Dunsmuir Joint Union High,47,Siskiyou
1931047,1931047,Birmingham Community Charter High,64733,Los Angeles Unified,19,Los Angeles
112425,112425,Natomas Pacific Pathways Prep,75283,Natomas Unified,34,Sacramento
1996586,1996586,Animo Inglewood Charter High,64634,Inglewood Unified,19,Los Angeles
3634995,3634995,Orangewood High (Continuation),67843,Redlands Unified,36,San Bernardino
128819,128819,REACH Academy,68130,Grossmont Union High,37,San Diego
1431352,1431352,Big Pine High,63248,Big Pine Unified,14,Inyo
120634,120634,"Architecture, Construction & Engineering Charter High (ACE)",72546,Oxnard Union High,56,Ventura
4233029,4233029,Maple High,69229,Lompoc Unified,42,Santa Barbara
3135308,3135308,Oakmont High,66928,Roseville Joint Union High,31,Placer
1931088,1931088,Bonita High,64329,Bonita Unified,19,Los Angeles
137042,137042,Mt. SAC Early College Academy at West Covina,65094,West Covina Unified,19,Los Angeles
120659,120659,Visalia Technical Early College,72256,Visalia Unified,54,Tulare
3635042,3635042,Redlands Senior High,67843,Redlands Unified,36,San Bernardino
1996644,1996644,R. Rex Parris High,64246,Antelope Valley Union High,19,Los Angeles
4233060,4233060,Lompoc High,69229,Lompoc Unified,42,Santa Barbara
1939305,1939305,George Washington Preparatory High,64733,Los Angeles Unified,19,Los Angeles
5732201,5732201,Davis Senior High,72678,Davis Joint Unified,57,Yolo
137067,137067,High Tech High Mesa,76471,SBC - High Tech High,37,San Diego
3430261,3430261,Pacific Career and Technology High,76505,Twin Rivers Unified,34,Sacramento
137083,137083,University Pathways Medical Magnet Academy,64733,Los Angeles Unified,19,Los Angeles
112508,112508,Bright Star Secondary Charter Academy,64733,Los Angeles Unified,19,Los Angeles
5732219,5732219,King (Martin Luther) High (Continuation),72678,Davis Joint Unified,57,Yolo
5035902,5035902,Orestimba High,73601,Newman-Crows Landing Unified,50,Stanislaus
137091,137091,University Pathways Public Service Academy,64733,Los Angeles Unified,19,Los Angeles
4437901,4437901,Watsonville High,69799,Pajaro Valley Unified,44,Santa Cruz
3037090,3037090,Sonora High,66514,Fullerton Joint Union High,30,Orange
3430311,3430311,Calvine High,67314,Elk Grove Unified,34,Sacramento
3438504,3438504,San Juan High,67447,San Juan Unified,34,Sacramento
1931187,1931187,Burbank High,64337,Burbank Unified,19,Los Angeles
112565,112565,New Vision High,68593,Manteca Unified,39,San Joaquin
120758,120758,Jurupa Hills High,67710,Fontana Unified,36,San Bernardino
3430329,3430329,Rio Cazadero High (Continuation),67314,Elk Grove Unified,34,Sacramento
112573,112573,Adelante High,75556,Riverbank Unified,50,Stanislaus
3930054,3930054,Vista High (Continuation),68502,Escalon Unified,39,San Joaquin
128967,128967,Mountain House High,76760,Lammersville Joint Unified,39,San Joaquin
3831765,3831765,Galileo High,68478,San Francisco Unified,38,San Francisco
1038298,1038298,Easton Continuation High,76778,Washington Unified,10,Fresno
1030113,1030113,Cambridge High,62125,Coalinga-Huron Unified,10,Fresno
1038306,1038306,Washington High,76778,Washington Unified,10,Fresno
1931237,1931237,Burroughs High,64337,Burbank Unified,19,Los Angeles
120808,120808,Dorothy V. Johnson Community Day,64733,Los Angeles Unified,19,Los Angeles
1030121,1030121,Firebaugh High,73809,Firebaugh-Las Deltas Unified,10,Fresno
3430378,3430378,Center High,73973,Center Joint Unified,34,Sacramento
3430386,3430386,El Sereno Alternative Education,67447,San Juan Unified,34,Sacramento
1030139,1030139,Sandy Bluffs Alternative Education Center,75275,Sierra Unified,10,Fresno
129023,129023,Stanislaus Alternative Charter,10504,Stanislaus County Office of Education,50,Stanislaus
1030147,1030147,El Puente High,73809,Firebaugh-Las Deltas Unified,10,Fresno
3733508,3733508,La Jolla High,68338,San Diego Unified,37,San Diego
1939479,1939479,WESM Health/Sports Medicine,64733,Los Angeles Unified,19,Los Angeles
5634076,5634076,Nordhoff High,72520,Ojai Unified,56,Ventura
1931302,1931302,California High,65128,Whittier Union High,19,Los Angeles
1431600,1431600,Bishop Union High,76687,Bishop Unified,14,Inyo
3430451,3430451,McClellan High (Continuation),73973,Center Joint Unified,34,Sacramento
1030196,1030196,Clovis West High,62117,Clovis Unified,10,Fresno
2332724,2332724,Leggett Valley High,75218,Leggett Valley Unified,23,Mendocino
3635265,3635265,Rim of the World Senior High,67868,Rim of the World Unified,36,San Bernardino
1931336,1931336,Cheviot Hills Continuation,64733,Los Angeles Unified,19,Los Angeles
3430477,3430477,Florin High,67314,Elk Grove Unified,34,Sacramento
1939537,1939537,West Covina High,65094,West Covina Unified,19,Los Angeles
112722,112722,Summit Preparatory Charter High,69062,Sequoia Union High,41,San Mateo
735316,735316,Pinole Valley High,61796,West Contra Costa Unified,7,Contra Costa
120923,120923,Pacheco High,65755,Los Banos Unified,24,Merced
3430493,3430493,Bella Vista High,67447,San Juan Unified,34,Sacramento
4036703,4036703,San Luis Obispo High,68809,San Luis Coastal Unified,40,San Luis Obispo
3930211,3930211,Jane Frederick High,68676,Stockton Unified,39,San Joaquin
137315,137315,KIPP Navigate College Prep,77149,SBE - KIPP Navigate College Prep,43,Santa Clara
1030253,1030253,Horizon High,75408,Riverdale Joint Unified,10,Fresno
3537008,3537008,San Benito High,67538,San Benito High,35,San Benito
1931377,1931377,Amelia Earhart Continuation,64733,Los Angeles Unified,19,Los Angeles
1030261,1030261,Mendota Continuation High,75127,Mendota Unified,10,Fresno
1931385,1931385,Albert Einstein Continuation,64733,Los Angeles Unified,19,Los Angeles
3930237,3930237,Bear Creek High,68585,Lodi Unified,39,San Joaquin
1931393,1931393,Highland Park Continuation,64733,Los Angeles Unified,19,Los Angeles
1030279,1030279,Bullard High,62166,Fresno Unified,10,Fresno
1939602,1939602,West High,65060,Torrance Unified,19,Los Angeles
3430550,3430550,Mokelumne High (Continuation),67413,River Delta Joint Unified,34,Sacramento
1030295,1030295,Erma Duncan Polytechnical High,62166,Fresno Unified,10,Fresno
4135075,4135075,Oceana High,68924,Jefferson Union High,41,San Mateo
3037348,3037348,Sunny Hills High,66514,Fullerton Joint Union High,30,Orange
1530021,1530021,Central Valley High (Continuation),63529,Kern High,15,Kern
3930278,3930278,Plaza Robles Continuation High,68585,Lodi Unified,39,San Joaquin
1931435,1931435,Robert H. Lewis Continuation,64733,Los Angeles Unified,19,Los Angeles
735407,735407,Pittsburg Senior High,61788,Pittsburg Unified,7,Contra Costa
3430584,3430584,Natomas High,75283,Natomas Unified,34,Sacramento
1931450,1931450,Jack London Continuation,64733,Los Angeles Unified,19,Los Angeles
3930302,3930302,Merrill F. West High,75499,Tracy Joint Unified,39,San Joaquin
1530047,1530047,Nueva Continuation High,63529,Kern High,15,Kern
3430592,3430592,Laguna Creek High,67314,Elk Grove Unified,34,Sacramento
3733698,3733698,Madison High,68338,San Diego Unified,37,San Diego
1530054,1530054,Mesquite Continuation High,73742,Sierra Sands Unified,15,Kern
3930310,3930310,Sierra High,68593,Manteca Unified,39,San Joaquin
137414,137414,Corning Independent Study,71506,Corning Union High,52,Tehama
1931468,1931468,Metropolitan Continuation,64733,Los Angeles Unified,19,Los Angeles
1030352,1030352,Rio Del Rey High (Continuation),75234,Golden Plains Unified,10,Fresno
1931476,1931476,Canoga Park Senior High,64733,Los Angeles Unified,19,Los Angeles
3135704,3135704,Placer High,66894,Placer Union High,31,Placer
3430618,3430618,Sheldon High,67314,Elk Grove Unified,34,Sacramento
1931484,1931484,Mission Continuation,64733,Los Angeles Unified,19,Los Angeles
1939677,1939677,Whitcomb Continuation High,64576,Glendora Unified,19,Los Angeles
5036256,5036256,Patterson High,71217,Patterson Joint Unified,50,Stanislaus
3430626,3430626,Discovery High,75283,Natomas Unified,34,Sacramento
2431203,2431203,Dos Palos High,75317,Dos Palos Oro Loma Joint Unified,24,Merced
1931492,1931492,Canyon High,65136,William S. Hart Union High,19,Los Angeles
112870,112870,Contreras Learning Center-Los Angeles School of Global Studies,64733,Los Angeles Unified,19,Los Angeles
1931500,1931500,Owensmouth Continuation,64733,Los Angeles Unified,19,Los Angeles
1939701,1939701,Whittier High,65128,Whittier Union High,19,Los Angeles
1931518,1931518,George S. Patton Continuation,64733,Los Angeles Unified,19,Los Angeles
121087,121087,American Canyon High,66266,Napa Valley Unified,28,Napa
1530112,1530112,Vista West Continuation High,63529,Kern High,15,Kern
112896,112896,Monterey Peninsula Unified School District Community Day,66092,Monterey Peninsula Unified,27,Monterey
3332350,3332350,Elsinore High,75176,Lake Elsinore Unified,33,Riverside
1931526,1931526,Carson Senior High,64733,Los Angeles Unified,19,Los Angeles
1235209,1235209,McKinleyville High,62687,Northern Humboldt Union High,12,Humboldt
1931534,1931534,Will Rogers Continuation,64733,Los Angeles Unified,19,Los Angeles
4331799,4331799,Cupertino High,69468,Fremont Union High,43,Santa Clara
1530138,1530138,Buena Vista High (Continuation),63818,Taft Union High,15,Kern
1530146,1530146,San Joaquin High (Continuation),73908,McFarland Unified,15,Kern
1931559,1931559,Stoney Point Continuation,64733,Los Angeles Unified,19,Los Angeles
129320,129320,Bonsall High,76851,Bonsall Unified,37,San Diego
121129,121129,Joseph A. Gregori High,71175,Modesto City High,50,Stanislaus
1931567,1931567,Centennial High,73437,Compton Unified,19,Los Angeles
3430709,3430709,Folsom Lake High,67330,Folsom-Cordova Unified,34,Sacramento
1333558,1333558,Desert Oasis High (Continuation),63115,Central Union High,13,Imperial
3037496,3037496,Troy High,66514,Fullerton Joint Union High,30,Orange
3930427,3930427,Weber Institute,68676,Stockton Unified,39,San Joaquin
1939784,1939784,Joseph Pomeroy Widney Career Preparatory and Transition Center,64733,Los Angeles Unified,19,Los Angeles
3930443,3930443,Middle College High,68585,Lodi Unified,39,San Joaquin
1030477,1030477,Chesnut High (Continuation),62125,Coalinga-Huron Unified,10,Fresno
137562,137562,Matrix for Success Academy,64733,Los Angeles Unified,19,Los Angeles
1030493,1030493,Mendota High,75127,Mendota Unified,10,Fresno
1931617,1931617,Fairvalley High (Continuation),64436,Covina-Valley Unified,19,Los Angeles
1030501,1030501,Buchanan High,62117,Clovis Unified,10,Fresno
1931625,1931625,Columbus (Christopher) High,64451,Downey Unified,19,Los Angeles
4430187,4430187,Delta Charter,69823,Santa Cruz City High,44,Santa Cruz
1931633,1931633,Diane S. Leichman Career Preparatory and Transition Center,64733,Los Angeles Unified,19,Los Angeles
3037553,3037553,Tustin High,73643,Tustin Unified,30,Orange
137588,137588,San Leandro High,61291,San Leandro Unified,1,Alameda
1530229,1530229,McFarland Independent,73908,McFarland Unified,15,Kern
1931641,1931641,Tracy (Wilbur) High (Continuation),64212,ABC Unified,19,Los Angeles
1939834,1939834,Glen A. Wilson High,73445,Hacienda la Puente Unified,19,Los Angeles
4430203,4430203,New School Community Day,69799,Pajaro Valley Unified,44,Santa Cruz
4733309,4733309,Etna Union High,76455,Scott Valley Unified,47,Siskiyou
4430211,4430211,Scotts Valley High,75432,Scotts Valley Unified,44,Santa Cruz
1530245,1530245,Monroe High (Continuation),63826,Tehachapi Unified,15,Kern
1030535,1030535,Caruthers High,75598,Caruthers Unified,10,Fresno
1530252,1530252,Arvin High,63529,Kern High,15,Kern
121228,121228,Young Adult Program,61259,Oakland Unified,1,Alameda
137612,137612,Valley International Preparatory High,64733,Los Angeles Unified,19,Los Angeles
1030543,1030543,MARC High,75598,Caruthers Unified,10,Fresno
4037008,4037008,Shandon High,68833,Shandon Joint Unified,40,San Luis Obispo
2734481,2734481,Mount Toro High,66159,Salinas Union High,27,Monterey
1931666,1931666,Charter Oak High,64378,Charter Oak Unified,19,Los Angeles
1939859,1939859,Woodrow Wilson Senior High,64733,Los Angeles Unified,19,Los Angeles
137620,137620,Pathways for Adult Life Skills,67207,Perris Union High,33,Riverside
1931682,1931682,Zane Grey Continuation,64733,Los Angeles Unified,19,Los Angeles
1939875,1939875,Wilson High,64725,Long Beach Unified,19,Los Angeles
4135331,4135331,Pescadero High,68940,La Honda-Pescadero Unified,41,San Mateo
4430245,4430245,Diamond Technology Institute,69799,Pajaro Valley Unified,44,Santa Cruz
1931690,1931690,Independence Continuation,64733,Los Angeles Unified,19,Los Angeles
2439602,2439602,Yosemite High (Continuation),65789,Merced Union High,24,Merced
4331955,4331955,Del Mar High,69401,Campbell Union High,43,Santa Clara
1030584,1030584,Cambridge Continuation High,62166,Fresno Unified,10,Fresno
1931708,1931708,Chatsworth Charter High,64733,Los Angeles Unified,19,Los Angeles
2030013,2030013,Yosemite High,76414,Yosemite Unified,20,Madera
1833409,1833409,Herlong High,75036,Fort Sage Unified,18,Lassen
3733953,3733953,Mar Vista Senior High,68411,Sweetwater Union High,37,San Diego
121285,121285,Alliance Cindy and Bill Simon Technology Academy High,64733,Los Angeles Unified,19,Los Angeles
121293,121293,Alliance Tennenbaum Family Technology High,64733,Los Angeles Unified,19,Los Angeles
6060495,6060495,Benjamin Banneker Career and Transition Center,64733,Los Angeles Unified,19,Los Angeles
3430865,3430865,West Campus,67439,Sacramento City Unified,34,Sacramento
1931732,1931732,Desert Winds Continuation High,64246,Antelope Valley Union High,19,Los Angeles
1939925,1939925,William Workman High,73445,Hacienda la Puente Unified,19,Los Angeles
2030039,2030039,Ahwahnee High,76414,Yosemite Unified,20,Madera
3430873,3430873,Franklin High,67314,Elk Grove Unified,34,Sacramento
1931740,1931740,Saugus High,65136,William S. Hart Union High,19,Los Angeles
2734556,2734556,Salinas High,66159,Salinas Union High,27,Monterey
113118,113118,Dougherty Valley High,61804,San Ramon Valley Unified,7,Contra Costa
2030047,2030047,Gateway High (Continuation),65201,Chowchilla Union High,20,Madera
4930012,4930012,Casa Grande High,70862,Petaluma Joint Union High,49,Sonoma
3430881,3430881,Vista Nueva Career and Technology High,76505,Twin Rivers Unified,34,Sacramento
1030626,1030626,Central High East Campus,73965,Central Unified,10,Fresno
1939941,1939941,John F. Kennedy High,64733,Los Angeles Unified,19,Los Angeles
1530344,1530344,Stockdale High,63529,Kern High,15,Kern
1530351,1530351,Wasco Independence High,63859,Wasco Union High,15,Kern
1030642,1030642,School of Unlimited Learning,62166,Fresno Unified,10,Fresno
5634548,5634548,Oxnard High,72546,Oxnard Union High,56,Ventura
1931765,1931765,Sierra High,64279,Azusa Unified,19,Los Angeles
2030070,2030070,Raymond Granite High,76414,Yosemite Unified,20,Madera
4930046,4930046,El Camino High,73882,Cotati-Rohnert Park Unified,49,Sonoma
129536,129536,"Boyle Heights Science, Technology, Engineering and Math Magnet",64733,Los Angeles Unified,19,Los Angeles
1530369,1530369,Centennial High,63529,Kern High,15,Kern
2333185,2333185,Mendocino High,65581,Mendocino Unified,23,Mendocino
2431492,2431492,San Luis High (Continuation),65755,Los Banos Unified,24,Merced
1931781,1931781,Calabasas High,64683,Las Virgenes Unified,19,Los Angeles
4930053,4930053,Buena Vista High,70706,Geyserville Unified,49,Sonoma
113159,113159,Tahquitz High,67082,Hemet Unified,33,Riverside
1530385,1530385,Ridgeview High,63529,Kern High,15,Kern
1030675,1030675,Sunnyside High,62166,Fresno Unified,10,Fresno
2030104,2030104,Evergreen High,76414,Yosemite Unified,20,Madera
1030683,1030683,Clovis East High,62117,Clovis Unified,10,Fresno
1931807,1931807,San Antonio High (Continuation),64394,Claremont Unified,19,Los Angeles
1530401,1530401,Frazier Mountain High,75168,El Tejon Unified,15,Kern
113191,113191,Heritage High,67207,Perris Union High,33,Riverside
5732904,5732904,Esparto High,72686,Esparto Unified,57,Yolo
1931823,1931823,Claremont High,64394,Claremont Unified,19,Los Angeles
129585,129585,Nava College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles
4930103,4930103,Carpe Diem High (Continuation),70862,Petaluma Joint Union High,49,Sonoma
1030717,1030717,Florence E. Rata,62166,Fresno Unified,10,Fresno
4930111,4930111,Sonoma Mountain High (Continuation),70862,Petaluma Joint Union High,49,Sonoma
3332673,3332673,Hemet High,67082,Hemet Unified,33,Riverside
1530435,1530435,Kern Workforce 2000 Academy,63529,Kern High,15,Kern
4332110,4332110,Broadway High,69666,San Jose Unified,43,Santa Clara
1931856,1931856,Whitman Continuation,64733,Los Angeles Unified,19,Los Angeles
2030161,2030161,Independence Continuation High,75580,Golden Valley Unified,20,Madera
137810,137810,San Lorenzo High,61309,San Lorenzo Unified,1,Alameda
1931864,1931864,Grover Cleveland Charter High,64733,Los Angeles Unified,19,Los Angeles
