,SchoolCode,Value,CohortStudents,Dropout (Count),Dropout Rate,Unnamed: 0,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName
14,106567,,1576.0,40.0,0.025380710659898477,106567,Nova Academy Early College High,66670,Santa Ana Unified,30,Orange
15,4333639,,3416.0,332.0,0.09718969555035128,4333639,James Lick High,69427,East Side Union High,43,Santa Clara
16,5636170,,748.0,52.0,0.06951871657754011,5636170,Renaissance High,76828,Santa Paula Unified,56,Ventura
17,139345,2556371.67,,,,139345,We the People High,10199,Los Angeles County Office of Education,19,Los Angeles
18,1933399,,1872.0,44.0,0.023504273504273504,1933399,L.A. County High School for the Arts,10199,Los Angeles County Office of Education,19,Los Angeles
19,3334232,,7124.0,16.0,0.0022459292532285235,3334232,Norco High,67033,Corona-Norco Unified,33,Riverside
20,114777,,1932.0,768.0,0.39751552795031053,114777,Pathway Independent Study,64774,Lynwood Unified,19,Los Angeles
21,4530267,14050586.52,1252.0,44.0,0.03514376996805112,4530267,Shasta Charter Academy,70136,Shasta Union High,45,Shasta
22,5636188,,7080.0,148.0,0.020903954802259886,5636188,Simi Valley High,72603,Simi Valley Unified,56,Ventura
23,131177,,12188.0,1008.0,0.08270429931079751,131177,Berkeley High,61143,Berkeley Unified,1,Alameda
24,5030010,,5700.0,292.0,0.051228070175438595,5030010,Fred C. Beyer High,71175,Modesto City High,50,Stanislaus
25,3432572,,6144.0,180.0,0.029296875,3432572,Elk Grove High,67314,Elk Grove Unified,34,Sacramento
26,4530309,,1944.0,68.0,0.03497942386831276,4530309,North State Independence High,70136,Shasta Union High,45,Shasta
27,1933449,,3224.0,148.0,0.04590570719602978,1933449,Gladstone High,64279,Azusa Unified,19,Los Angeles
28,3932308,,3116.0,80.0,0.025673940949935817,3932308,Escalon High,68502,Escalon Unified,39,San Joaquin
29,5030036,,488.0,244.0,0.5,5030036,West Side Valley High (Continuation),73601,Newman-Crows Landing Unified,50,Stanislaus
30,3334299,,7592.0,376.0,0.04952581664910432,3334299,Norte Vista High,66977,Alvord Unified,33,Riverside
31,4530333,,400.0,0.0,0.0,4530333,Anderson New Technology High,69856,Anderson Union High,45,Shasta
32,2130078,,860.0,28.0,0.03255813953488372,2130078,Tamiscal High (Alternative),65482,Tamalpais Union High,21,Marin
33,1933472,,2228.0,212.0,0.09515260323159784,1933472,Daily (Allan F.) High (Continuation),64568,Glendale Unified,19,Los Angeles
34,114850,,5140.0,548.0,0.1066147859922179,114850,West Adams Preparatory High,64733,Los Angeles Unified,19,Los Angeles
35,131243,,,,,131243,Phoenix Rising High,63115,Central Union High,13,Imperial
36,114868,,1940.0,108.0,0.05567010309278351,114868,Oakland Charter High,61259,Oakland Unified,1,Alameda
37,139451,,440.0,84.0,0.19090909090909092,139451,Pathways Academy Charter - Adult Education,75416,Warner Unified,37,San Diego
38,5030085,,1072.0,588.0,0.5485074626865671,5030085,Stanislaus Military Academy at Teel,10504,Stanislaus County Office of Education,50,Stanislaus
39,3735750,,5664.0,132.0,0.023305084745762712,3735750,Point Loma High,68338,San Diego Unified,37,San Diego
40,1933530,,8852.0,204.0,0.023045639403524627,1933530,Glendale High,64568,Glendale Unified,19,Los Angeles
41,106716,,752.0,104.0,0.13829787234042554,106716,Hamilton High,67082,Hemet Unified,33,Riverside
42,3834082,,4508.0,584.0,0.129547471162378,3834082,Mission High,68478,San Francisco Unified,38,San Francisco
43,4333795,,5764.0,276.0,0.047883414295628035,4333795,Abraham Lincoln High,69666,San Jose Unified,43,Santa Clara
44,106732,,1296.0,0.0,0.0,106732,High Tech High International,68338,San Diego Unified,37,San Diego
45,5030127,,1532.0,308.0,0.2010443864229765,5030127,Del Puerto High,71217,Patterson Joint Unified,50,Stanislaus
46,5030135,,6816.0,308.0,0.04518779342723005,5030135,Peter Johansen High,71175,Modesto City High,50,Stanislaus
47,123133,36675530.94,2376.0,144.0,0.06060606060606061,123133,Alliance Susan and Eric Smidt Technology High,64733,Los Angeles Unified,19,Los Angeles
48,123141,36349747.47,1384.0,32.0,0.023121387283236993,123141,Alliance Ted K. Tajima High,64733,Los Angeles Unified,19,Los Angeles
49,3334406,,7940.0,260.0,0.0327455919395466,3334406,John W. North High,67215,Riverside Unified,33,Riverside
50,1933597,,8100.0,36.0,0.0044444444444444444,1933597,Glendora High,64576,Glendora Unified,19,Los Angeles
51,3735842,,1496.0,384.0,0.25668449197860965,3735842,Abraxas Continuation High,68296,Poway Unified,37,San Diego
52,4030755,,3704.0,196.0,0.052915766738660906,4030755,Atascadero High,68700,Atascadero Unified,40,San Luis Obispo
53,1737006,,980.0,72.0,0.07346938775510205,1737006,Upper Lake High,76976,Upper Lake Unified,17,Lake
54,5431598,,3304.0,0.0,0.0,5431598,Exeter Union High,76836,Exeter Unified,54,Tulare
55,2335024,,5280.0,124.0,0.023484848484848483,2335024,Ukiah High,65615,Ukiah Unified,23,Mendocino
56,5030200,,3540.0,1064.0,0.30056497175141245,5030200,Argus High (Continuation),71043,Ceres Unified,50,Stanislaus
57,1032507,,7216.0,660.0,0.09146341463414634,1032507,Fresno High,62166,Fresno Unified,10,Fresno
58,3735867,,7544.0,60.0,0.007953340402969246,3735867,Poway High,68296,Poway Unified,37,San Diego
59,5431614,,268.0,32.0,0.11940298507462686,5431614,Kaweah High,76836,Exeter Unified,54,Tulare
60,4137279,,4256.0,208.0,0.04887218045112782,4137279,South San Francisco High,69070,South San Francisco Unified,41,San Mateo
61,106831,73915971.42,2416.0,96.0,0.039735099337748346,106831,Animo Venice Charter High,64733,Los Angeles Unified,19,Los Angeles
62,1933647,,5008.0,132.0,0.026357827476038338,1933647,John H. Glenn High,64840,Norwalk-La Mirada Unified,19,Los Angeles
63,3637584,,11140.0,316.0,0.02836624775583483,3637584,Upland High,75069,Upland Unified,36,San Bernardino
64,737619,,236.0,60.0,0.2542372881355932,737619,Willow High,61697,John Swett Unified,7,Contra Costa
65,5030234,,280.0,32.0,0.11428571428571428,5030234,Valley Charter High,10504,Stanislaus County Office of Education,50,Stanislaus
66,106849,267134689.64,2532.0,100.0,0.03949447077409163,106849,Animo Pat Brown,64733,Los Angeles Unified,19,Los Angeles
67,5030259,,2300.0,52.0,0.022608695652173914,5030259,Waterford High,75572,Waterford Unified,50,Stanislaus
68,2630010,,1064.0,24.0,0.022556390977443608,2630010,Mammoth High,73692,Mammoth Unified,26,Mono
69,4333951,,4564.0,168.0,0.03680981595092025,4333951,Live Oak High,69583,Morgan Hill Unified,43,Santa Clara
70,1532290,,8040.0,868.0,0.10796019900497512,1532290,East Bakersfield High,63529,Kern High,15,Kern
71,5030283,,6660.0,248.0,0.037237237237237236,5030283,John H. Pitman High,75739,Turlock Unified,50,Stanislaus
72,2630036,,,,,2630036,Sierra High (Continuation),73692,Mammoth Unified,26,Mono
73,3735958,,752.0,92.0,0.12234042553191489,3735958,Montecito High (Continuation),68304,Ramona City Unified,37,San Diego
74,3637659,,4336.0,668.0,0.1540590405904059,3637659,Valley View High (Continuation),67652,Chaffey Joint Union High,36,San Bernardino
75,5235106,,792.0,16.0,0.020202020202020204,5235106,Los Molinos High,71571,Los Molinos Unified,52,Tehama
76,5530019,,568.0,220.0,0.3873239436619718,5530019,Dario Cassina High,72389,Sonora Union High,55,Tuolumne
77,3735974,,4768.0,68.0,0.014261744966442953,3735974,Ramona High,68304,Ramona City Unified,37,San Diego
78,139691,,,,,139691,Matilda Torres High,65243,Madera Unified,20,Madera
79,4735403,,944.0,84.0,0.08898305084745763,4735403,Mt. Shasta High,70466,Siskiyou Union High,47,Siskiyou
80,5530043,,700.0,88.0,0.12571428571428572,5530043,Theodore Bird High,72389,Sonora Union High,55,Tuolumne
81,5530050,,,,,5530050,Long Barn High,72413,Summerville Union High,55,Tuolumne
82,3432903,,792.0,160.0,0.20202020202020202,3432903,Estrellita Continuation High,67355,Galt Joint Union High,34,Sacramento
83,4235727,,8284.0,128.0,0.01545147271849348,4235727,Santa Barbara Senior High,76786,Santa Barbara Unified,42,Santa Barbara
84,4432340,,3308.0,236.0,0.07134220072551391,4432340,Harbor High,69823,Santa Cruz City High,44,Santa Cruz
85,631259,,1220.0,0.0,0.0,631259,Colusa High,61598,Colusa Unified,6,Colusa
86,5530076,,208.0,28.0,0.1346153846153846,5530076,Tioga High,75184,Big Oak Flat-Groveland Unified,55,Tuolumne
87,1933795,,7168.0,544.0,0.07589285714285714,1933795,Ulysses S. Grant Senior High,64733,Los Angeles Unified,19,Los Angeles
88,5530084,,,,,5530084,Don Pedro High,75184,Big Oak Flat-Groveland Unified,55,Tuolumne
89,5530092,,,,,5530092,South Fork High,72413,Summerville Union High,55,Tuolumne
90,5530100,,,,,5530100,Cold Springs High,72413,Summerville Union High,55,Tuolumne
91,106997,,2784.0,0.0,0.0,106997,Orthopaedic Hospital,64733,Los Angeles Unified,19,Los Angeles
92,107003,,3812.0,52.0,0.013641133263378805,107003,Northridge Academy High,64733,Los Angeles Unified,19,Los Angeles
93,3990025,,,,,3990025,N.A. Chaderjian High,32276,California Education Authority (CEA) Headquarters,34,Sacramento
94,737809,,4460.0,400.0,0.08968609865470852,737809,Ygnacio Valley High,61754,Mt. Diablo Unified,7,Contra Costa
95,107029,,4412.0,84.0,0.019038984587488667,107029,San Diego International Studies,68338,San Diego Unified,37,San Diego
96,1933852,,10432.0,720.0,0.06901840490797546,1933852,Alexander Hamilton Senior High,64733,Los Angeles Unified,19,Los Angeles
97,3334687,,4496.0,100.0,0.02224199288256228,3334687,Nueva Vista Continuation High,67090,Jurupa Unified,33,Riverside
98,4334116,,7476.0,188.0,0.02514713750668807,4334116,Los Altos High,69609,Mountain View-Los Altos Union High,43,Santa Clara
99,115238,,1420.0,160.0,0.11267605633802817,115238,ARISE High,61259,Oakland Unified,1,Alameda
100,139816,,,,,139816,Griffin Academy High,70581,Vallejo City Unified,48,Solano
101,107052,,2212.0,256.0,0.11573236889692586,107052,San Diego Business/Leadership,68338,San Diego Unified,37,San Diego
102,115253,18203389.13,1056.0,144.0,0.13636363636363635,115253,Discovery Charter Preparatory #2,64733,Los Angeles Unified,19,Los Angeles
103,4137535,,2596.0,80.0,0.030816640986132512,4137535,Terra Nova High,68924,Jefferson Union High,41,San Mateo
104,139840,,,,,139840,West Park High,66928,Roseville Joint Union High,31,Placer
105,5530175,,,,,5530175,Mountain High,72413,Summerville Union High,55,Tuolumne
106,2433605,,4904.0,60.0,0.012234910277324634,2433605,Livingston High,65789,Merced Union High,24,Merced
107,107078,,1096.0,0.0,0.0,107078,Kearny Digital Media & Design,68338,San Diego Unified,37,San Diego
108,4530762,,1112.0,392.0,0.35251798561151076,4530762,North Valley High,69856,Anderson Union High,45,Shasta
