SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,TotalFTE,ClearFTE,OtherFTE
936302,Ponderosa High,61853,El Dorado Union High,9,El Dorado,74.05,67.66,2.99
5630322,Santa Susana High,72603,Simi Valley Unified,56,Ventura,45.3,37.33,5.63
108936,Alliance Collins Family College-Ready High,64733,Los Angeles Unified,19,Los Angeles,30.79,23.43,7.17
5630348,Foothill Technology High,72652,Ventura Unified,56,Ventura,37.58,33.59,3.9
1935758,Millikan High,64725,Long Beach Unified,19,Los Angeles,139.23,117.38,16.2
100750,Wallis Annenberg High,64733,Los Angeles Unified,19,Los Angeles,26,25.5,0.5
108944,Lighthouse Community Charter High,61259,Oakland Unified,1,Alameda,17.3,10.65,6.65
125328,Central Coast New Tech High,68759,Lucia Mar Unified,40,San Luis Obispo,18.58,17.76,0.42
108951,Arthur A. Benjamin Health Professions High,67439,Sacramento City Unified,34,Sacramento,14.47,12.05,0.74
5237151,Salisbury High (Continuation),71639,Red Bluff Joint Union High,52,Tehama,8.01,3.98,4.04
5630371,The High School at Moorpark College,73940,Moorpark Unified,56,Ventura,3.9,3.9,0
125351,Palm Canyon,73445,Hacienda la Puente Unified,19,Los Angeles,7.5,6.5,0
2730414,Carmel High,65987,Carmel Unified,27,Monterey,53.75,48.53,0.8
108977,Fowler Academy Community Day (9-12),62158,Fowler Unified,10,Fresno,1.33,0.83,0.5
5630389,Pacifica High,72546,Oxnard Union High,56,Ventura,120.99,93.85,17.13
100800,Central City Value,64733,Los Angeles Unified,19,Los Angeles,25.84,21.93,3.7
108993,Easton Community Day,76778,Washington Unified,10,Fresno,0.26,0,0
1935808,Mira Costa High,75333,Manhattan Beach Unified,19,Los Angeles,96.74,86.7,6.58
5835202,Marysville High,72736,Marysville Joint Unified,58,Yuba,46.51,39.31,4.59
3131851,Colfax High,66894,Placer Union High,31,Placer,24.57,22.89,1.57
5237201,Red Bluff High,71639,Red Bluff Joint Union High,52,Tehama,73.29,59.59,8.67
117218,Dozier-Libbey Medical High,61648,Antioch Unified,7,Contra Costa,27.88,24.43,3.2
3631587,Boys Republic High,67678,Chino Valley Unified,36,San Bernardino,11.97,10.9,0.69
3033578,La Quinta High,66522,Garden Grove Unified,30,Orange,84.28,66.5,6.71
125419,Adelanto High,67934,Victor Valley Union High,36,San Bernardino,77.9,60.61,6.02
125427,Calero High,69427,East Side Union High,43,Santa Clara,9,8.8,0.2
1935865,James Monroe High,64733,Los Angeles Unified,19,Los Angeles,95,76.36,13.46
133629,Hayward High,61192,Hayward Unified,1,Alameda,74.68,61.98,9.87
731646,College Park High,61754,Mt. Diablo Unified,7,Contra Costa,77.04,66.37,5.77
4336137,Prospect High,69401,Campbell Union High,43,Santa Clara,67.75,57.03,5.33
3033610,La Vista High (Continuation),66514,Fullerton Joint Union High,30,Orange,19.31,18.13,1.12
125450,Indian Springs High,67876,San Bernardino City Unified,36,San Bernardino,84.91,70.73,9.47
4934154,Montgomery High,70920,Santa Rosa High,49,Sonoma,74.88,56.16,6.37
4532750,Enterprise High,70136,Shasta Union High,45,Shasta,55.72,50.31,2.01
1935899,Canyon Oaks High,64790,Monrovia Unified,19,Los Angeles,7.57,2.99,4.3
3934759,Tokay High,68585,Lodi Unified,39,San Joaquin,101.17,80.95,17.18
1436203,Owens Valley High,63297,Owens Valley Unified,14,Inyo,3.15,0.67,2.49
3934767,Liberty High,68585,Lodi Unified,39,San Joaquin,8.13,4.63,3.24
1935923,Monrovia High,64790,Monrovia Unified,19,Los Angeles,67.96,58.61,1.5
109108,Citrus Hill High,75242,Val Verde Unified,33,Riverside,83.65,72.96,7.25
5139001,Yuba City High,71464,Yuba City Unified,51,Sutter,90.73,72.69,8.15
125500,Grand Terrace High School at the Ray Abril Jr. Educational Complex,67686,Colton Joint Unified,36,San Bernardino,92.83,79.37,6.89
3934783,Lodi High,68585,Lodi Unified,39,San Joaquin,107.39,84.44,16.19
3730017,Carlsbad Village Academy,73551,Carlsbad Unified,37,San Diego,4.35,3.48,0.87
2132587,Redwood High,65482,Tamalpais Union High,21,Marin,100.02,88.59,7.21
2837102,Saint Helena High,66290,Saint Helena Unified,28,Napa,33.81,33.49,0.05
3730033,Torrey Pines High,68346,San Dieguito Union High,37,San Diego,101.24,92.65,5.3
3738226,Sweetwater High,68411,Sweetwater Union High,37,San Diego,114.74,75.72,18.48
133751,Edward P. Duplex,72769,Wheatland Union High,58,Yuba,2,2,0
3738234,Montgomery Senior High,68411,Sweetwater Union High,37,San Diego,77.31,51.18,11.45
1935998,Montebello High,64808,Montebello Unified,19,Los Angeles,92.7,71.04,7.09
3730058,San Pasqual High,68106,Escondido Union High,37,San Diego,90.36,70.69,11.86
3730066,Valhalla High,68130,Grossmont Union High,37,San Diego,78.83,59.73,11.26
3631769,Buena Vista Continuation High,67678,Chino Valley Unified,36,San Bernardino,12.3,9.51,1.8
3730074,Mt. Carmel High,68296,Poway Unified,37,San Diego,83.43,67.57,4.99
133793,Accelerated Charter High,72249,Tulare Joint Union High,54,Tulare,8.51,4.53,2.75
4836003,Sem Yeto Continuation High,70540,Fairfield-Suisun Unified,48,Solano,22.41,18.15,3.93
1936046,Morningside High,64634,Inglewood Unified,19,Los Angeles,28.94,18.55,2.72
125617,ACE Charter High,69427,East Side Union High,43,Santa Clara,19.5,7.78,12
4033205,Lopez Continuation High,68759,Lucia Mar Unified,40,San Luis Obispo,8.6,6.88,1.71
3033784,Loara High,66431,Anaheim Union High,30,Orange,76.45,55.31,9.38
731836,Concord High,61754,Mt. Diablo Unified,7,Contra Costa,58.02,52.15,2.71
125633,California Heritage Youthbuild Academy II,10538,Trinity County Office of Education,53,Trinity,3.6,1.18,2.42
133835,Ellen Ochoa Prep Academy,64527,El Rancho Unified,19,Los Angeles,11.78,9.06,2.4
2935500,Nevada Union High,66357,Nevada Joint Union High,29,Nevada,75.14,60.87,5.4
3730124,Southwest Senior High,68411,Sweetwater Union High,37,San Diego,73.26,47.49,14.15
5032651,Hughson High,75549,Hughson Unified,50,Stanislaus,31.62,29.07,0.5
1936079,Mt. Olive Innovation and Technology High,64469,Duarte Unified,19,Los Angeles,4.81,1.13,3.68
5032669,Dickens (Billy Joe) High (Continuation),75549,Hughson Unified,50,Stanislaus,0.13,0.01,0.12
1936103,John Muir High,64881,Pasadena Unified,19,Los Angeles,45.58,26.56,17.08
125674,Condor High,72546,Oxnard Union High,56,Ventura,21.51,11.95,9.17
133868,Rise Kohyang High,64733,Los Angeles Unified,19,Los Angeles,22.86,19.12,3.74
1034990,Parlier High,62364,Parlier Unified,10,Fresno,43.13,32.68,7.34
3336955,Abraham Lincoln Continuation,67215,Riverside Unified,33,Riverside,11.99,8.52,2.88
3730173,Serra High,68338,San Diego Unified,37,San Diego,60.79,55.46,1.33
5434113,Porterville High,75523,Porterville Unified,54,Tulare,81.81,60.52,19.78
3730181,Mira Mesa High,68338,San Diego Unified,37,San Diego,97.21,91.53,3.5
133900,Prepa Tec Los Angeles High,76992,SBE - Prepa Tec Los Angeles High,19,Los Angeles,21.51,12.73,8.79
125716,Fremont High,61259,Oakland Unified,1,Alameda,57.21,27.66,28.54
1936160,Nathaniel Narbonne Senior High,64733,Los Angeles Unified,19,Los Angeles,94.01,74.74,13.32
125732,Hillcrest High,66977,Alvord Unified,33,Riverside,73.22,66.09,3.33
3730215,Twin Oaks High,73791,San Marcos Unified,37,San Diego,13.31,7.9,5.41
101162,Pioneer High,72710,Woodland Joint Unified,57,Yolo,73.62,66.59,4.35
1534775,North High,63529,Kern High,15,Kern,79.83,58.68,19.52
3033917,Los Alamitos High,73924,Los Alamitos Unified,30,Orange,118.05,105.22,3.4
133959,Unity Middle College High,10306,Orange County Department of Education,30,Orange,9.41,5.17,4.23
5630793,Buena High,72652,Ventura Unified,56,Ventura,78.25,62.98,10.9
101196,ICEF View Park Preparatory High,64733,Los Angeles Unified,19,Los Angeles,19.76,15.73,3.33
3033933,Los Amigos High,66522,Garden Grove Unified,30,Orange,79.25,57.71,4.86
117598,Alliance Piera Barbaglia Shaheen Health Services Academy,64733,Los Angeles Unified,19,Los Angeles,22.89,13.65,7.17
133983,Ednovate - Legacy College Prep.,10306,Orange County Department of Education,30,Orange,15.31,8.82,5.15
1330018,Bill M. Manes High,63214,San Pasqual Valley Unified,13,Imperial,0.98,0.04,0.94
1936228,Nogales High,73452,Rowland Unified,19,Los Angeles,80.25,68.31,1.94
117606,Alliance Leichtman-Levine Family Foundation Environmental Science High,64733,Los Angeles Unified,19,Los Angeles,20.86,15.33,5.54
1035112,Pershing Continuation High,73965,Central Unified,10,Fresno,8.57,3.39,5.18
3935103,Manteca High,68593,Manteca Unified,39,San Joaquin,82.99,61.53,21.8
2730885,Gonzales High,75473,Gonzales Unified,27,Monterey,36.6,24.81,10.61
109447,Santee Education Complex,64733,Los Angeles Unified,19,Los Angeles,94,64.25,20.61
3935111,Calla High,68593,Manteca Unified,39,San Joaquin,11.99,7.8,4.19
3730314,University City High,68338,San Diego Unified,37,San Diego,72,67.63,2.77
109454,South East High,64733,Los Angeles Unified,19,Los Angeles,84.98,57.45,22.29
1936277,North High,65060,Torrance Unified,19,Los Angeles,70.86,61.82,6.14
109462,Maywood Academy High,64733,Los Angeles Unified,19,Los Angeles,53.33,28.75,15.95
3435419,C. K. McClatchy High,67439,Sacramento City Unified,34,Sacramento,94.38,80.84,9.83
125864,Ednovate - USC Hybrid High College Prep,64733,Los Angeles Unified,19,Los Angeles,22.3,13.13,8.57
3337128,Alvord Continuation High,66977,Alvord Unified,33,Riverside,10.01,7.57,1.97
3337136,Rubidoux High,67090,Jurupa Unified,33,Riverside,68.03,59.51,4.93
117689,Sentinel High,75572,Waterford Unified,50,Stanislaus,1.6,0.61,0.99
4230074,Refugio High,69328,Santa Ynez Valley Union High,42,Santa Barbara,0.99,0.89,0.1
109512,Cal Burke High,64733,Los Angeles Unified,19,Los Angeles,8.49,3.9,4.6
1330133,Southwest High,63115,Central Union High,13,Imperial,93.11,78.38,7.61
117721,Contreras Learning Center-Academic Leadership Community,64733,Los Angeles Unified,19,Los Angeles,21.7,17.89,1.65
1330141,Renaissance,63081,Brawley Union High,13,Imperial,1.01,0,1.01
1936350,North Hollywood Senior High,64733,Los Angeles Unified,19,Los Angeles,114.51,86.57,19.44
109538,Marco Antonio Firebaugh High,64774,Lynwood Unified,19,Los Angeles,66.86,55.48,5.43
3730405,Bonita Vista Senior High,68411,Sweetwater Union High,37,San Diego,97.38,68.41,11.7
1534957,Rosamond High Early College Campus,63776,Southern Kern Unified,15,Kern,39.01,29.94,6.67
117747,Los Angeles High School of the Arts,64733,Los Angeles Unified,19,Los Angeles,25.7,16.59,8.21
1936384,North Park Continuation High,64287,Baldwin Park Unified,19,Los Angeles,13,10.93,1.47
330753,Amador High,73981,Amador County Unified,3,Amador,31.63,24.93,6.16
117762,School for the Visual Arts and Humanities,64733,Los Angeles Unified,19,Los Angeles,24.71,18.01,3.53
732164,De Anza High,61796,West Contra Costa Unified,7,Contra Costa,63.88,47.7,11.51
3730447,Borrego Springs High,67983,Borrego Springs Unified,37,San Diego,8.72,3.18,4.07
1936418,Northview High,64436,Covina-Valley Unified,19,Los Angeles,51.19,45.15,1.06
3132453,Del Oro High,66894,Placer Union High,31,Placer,66.32,61.22,3.3
125989,STEM Academy at Bernstein High,64733,Los Angeles Unified,19,Los Angeles,29.5,24.16,4.18
1035310,Reedley High,62265,Kings Canyon Joint Unified,10,Fresno,68.35,60.46,6.77
2133056,San Marin High,65417,Novato Unified,21,Marin,53.56,43.55,7.93
134213,Come Back Butte Charter,10041,Butte County Office of Education,4,Butte,2.32,1,1.32
3632205,Chaffey High,67652,Chaffey Joint Union High,36,San Bernardino,135.29,120.96,7.52
3738705,Vista High,68452,Vista Unified,37,San Diego,112.64,96.95,5.09
1936467,Norwalk High,64840,Norwalk-La Mirada Unified,19,Los Angeles,86.35,69.83,8.73
1936475,El Camino High (Continuation),64840,Norwalk-La Mirada Unified,19,Los Angeles,17,10.09,5.71
3034204,Magnolia High,66431,Anaheim Union High,30,Orange,69.8,48.39,5.96
3632221,Cajon High,67876,San Bernardino City Unified,36,San Bernardino,116.76,99.36,8.95
101477,Leadership Public Schools: Richmond,61796,West Contra Costa Unified,7,Contra Costa,29.65,19.02,7.93
437350,Paradise Senior High,61531,Paradise Unified,4,Butte,29.33,25.59,3.03
1936491,Nueva Vista Continuation High,64295,Bassett Unified,19,Los Angeles,2,0.42,1.59
2731115,Community High (Continuation),66134,Pacific Grove Unified,27,Monterey,2,0.77,1.23
134254,Pinnacle Academy Charter - Independent Study,66068,South Monterey County Joint Union High,27,Monterey,4.05,1.3,1.75
1535087,Shafter High,63529,Kern High,15,Kern,71.31,57.72,8.59
134270,Irvington High,61176,Fremont Unified,1,Alameda,96.71,84.68,5.06
1133701,Hamilton High,76562,Hamilton Unified,11,Glenn,16.05,13.1,2.59
117911,New Millennium Secondary,64733,Los Angeles Unified,19,Los Angeles,11.01,7.24,3.77
5434527,Redwood High,72256,Visalia Unified,54,Tulare,100.66,83.86,13.2
134304,Island High (Continuation),61119,Alameda Unified,1,Alameda,6.88,5.72,1.17
4730024,Discovery High,70516,Yreka Union High,47,Siskiyou,2.02,0.5,1.53
126136,Math and Science College Preparatory,64733,Los Angeles Unified,19,Los Angeles,29.98,19.1,5.16
1232057,Zoe Barnum High,75515,Eureka City Schools,12,Humboldt,4.6,3.76,0.84
101576,Weston Ranch High,68593,Manteca Unified,39,San Joaquin,67.54,53.23,14.32
134346,Intellectual Virtues Academy,10199,Los Angeles County Office of Education,19,Los Angeles,6.8,4.21,1.7
117994,YouthBuild Charter School of California,10140,Inyo County Office of Education,14,Inyo,38.19,19.63,16.14
134379,Imperial Pathways Charter,10132,Imperial County Office of Education,13,Imperial,6.38,2.58,2
1936624,Palmdale High,64246,Antelope Valley Union High,19,Los Angeles,119.79,96.15,18.8
4730107,Scott River High,76455,Scott Valley Unified,47,Siskiyou,0.75,0.23,0.52
2133254,Madrone High Continuation,65466,San Rafael City High,21,Marin,6.3,5.3,1
3730694,Carlsbad High,73551,Carlsbad Unified,37,San Diego,93.82,81.4,5.47
2133262,San Rafael High,65466,San Rafael City High,21,Marin,62.31,56.03,1.61
3730702,West Hills High,68130,Grossmont Union High,37,San Diego,65.1,52.51,9.48
101659,"CATCH Prep Charter High, Inc.",64733,Los Angeles Unified,19,Los Angeles,9.09,7.05,0.83
126243,Chaffey District Online High,67652,Chaffey Joint Union High,36,San Bernardino,5.85,4.35,1.19
3730728,Rancho Buena Vista High,68452,Vista Unified,37,San Diego,91.2,82.68,3.43
3034410,Marina High,66548,Huntington Beach Union High,30,Orange,95.57,86.94,3.55
101675,Oscar De La Hoya Animo Charter High,64733,Los Angeles Unified,19,Los Angeles,29.12,27.88,1.24
4730156,Yreka Union High Community Day,70516,Yreka Union High,47,Siskiyou,1,0.8,0.2
2633006,Coleville High,73668,Eastern Sierra Unified,26,Mono,6.3,4.13,0
134452,John F. Kennedy High,61176,Fremont Unified,1,Alameda,67.76,59.81,3.74
437558,Pleasant Valley High,61424,Chico Unified,4,Butte,78.41,70.49,6.23
1035575,Riverdale High,75408,Riverdale Joint Unified,10,Fresno,30.72,29.03,0.33
4230454,Cabrillo High,69229,Lompoc Unified,42,Santa Barbara,54.43,41.5,11.35
437566,Prospect High (Continuation),61515,Oroville Union High,4,Butte,7.7,3.5,3.75
109900,Vista Real Charter High,10561,Ventura County Office of Education,56,Ventura,74.93,27,45.73
1232206,Eureka Senior High,75515,Eureka City Schools,12,Humboldt,56.5,50.97,1.4
126292,Reedley Middle College High,62265,Kings Canyon Joint Unified,10,Fresno,7.09,6.34,0
101725,Grizzly ChalleNGe Charter,10405,San Luis Obispo County Office of Education,40,San Luis Obispo,14.1,9.97,4.13
3730793,Foothills High,73791,San Marcos Unified,37,San Diego,2.5,1.5,1
1936749,Paramount High,64873,Paramount Unified,19,Los Angeles,191.91,154.94,6.59
3730801,Castle Park Senior High,68411,Sweetwater Union High,37,San Diego,63,43.34,8.85
1936756,Buena Vista High,64873,Paramount Unified,19,Los Angeles,15.71,12.57,3.14
118133,Five Keys Adult School (SF Sheriff's),68478,San Francisco Unified,38,San Francisco,9.9,4.05,5.85
109942,Los Angeles College Prep Academy,77289,SBE - Los Angeles College Prep Academy,19,Los Angeles,5.99,4.99,1
3632502,Chino High,67678,Chino Valley Unified,36,San Bernardino,90.21,74.76,7.63
118141,Five Keys Independence HS (SF Sheriff's),68478,San Francisco Unified,38,San Francisco,91.67,17.37,74.23
134528,Lincoln High (Continuation),61291,San Leandro Unified,1,Alameda,9.39,7.23,2.16
3730819,Rancho Bernardo High,68296,Poway Unified,37,San Diego,86.57,72.94,3.77
1936772,Park West High (Continuation),64907,Pomona Unified,19,Los Angeles,13.35,6.82,6.47
134536,Livermore High,61200,Livermore Valley Joint Unified,1,Alameda,80.61,66.14,8.22
3739018,El Camino High,73569,Oceanside Unified,37,San Diego,111.81,93.99,8.4
101774,Five Keys Charter (SF Sheriff's),68478,San Francisco Unified,38,San Francisco,5.43,2.29,3.15
3739026,Surfside High (Continuation),73569,Oceanside Unified,37,San Diego,9.9,6.55,3.1
3435930,Mira Loma High,67447,San Juan Unified,34,Sacramento,68.26,46.8,16.9
3730843,Eastlake High,68411,Sweetwater Union High,37,San Diego,115.35,91.93,12.29
1535392,South High,63529,Kern High,15,Kern,92.99,74.77,11.33
1936806,Rose City High (Continuation),64881,Pasadena Unified,19,Los Angeles,10.79,6.26,4.57
2330033,Round Valley Continuation,65607,Round Valley Unified,23,Mendocino,0.9,0.11,0.79
3337649,Mountain View High,67249,San Jacinto Unified,33,Riverside,9.9,5.57,4.27
1936822,Pasadena High,64881,Pasadena Unified,19,Los Angeles,86.57,62.38,18.36
3337656,San Jacinto High,67249,San Jacinto Unified,33,Riverside,111.45,97.06,9.81
134585,Pathways Academy Charter Adult Education,75309,Acton-Agua Dulce Unified,19,Los Angeles,1.5,0.41,1.09
2330041,Potter Valley High,73866,Potter Valley Community Unified,23,Mendocino,6.02,4.77,1.25
4230587,Carpinteria Senior High,69146,Carpinteria Unified,42,Santa Barbara,34.83,28.88,5.16
3730884,Scripps Ranch High,68338,San Diego Unified,37,San Diego,80.81,76.49,2.05
2330058,Rancheria Continuation,65540,Anderson Valley Unified,23,Mendocino,0.9,0.3,0.6
2330090,Mendocino Sunrise High,65581,Mendocino Unified,23,Mendocino,2,0,2
4935151,Petaluma High,70862,Petaluma Joint Union High,49,Sonoma,61.12,55.5,4.71
3730934,Campo High (Continuation),68213,Mountain Empire Unified,37,San Diego,2,0.91,1.09
1936889,Pioneer High,65128,Whittier Union High,19,Los Angeles,52.39,49.72,0.81
101881,New Technology High,67439,Sacramento City Unified,34,Sacramento,11.09,7.22,3.12
2330108,South Coast Continuation,65599,Point Arena Joint Union High,23,Mendocino,1.17,0.67,0.5
126474,"Hilda L. Solis Learning Academy School of Technology, Business and Education",64733,Los Angeles Unified,19,Los Angeles,16.49,11.76,4.15
101899,George Washington Carver School of Arts and Science,67439,Sacramento City Unified,34,Sacramento,12.76,11.68,0.23
134668,James Logan High,61242,New Haven Unified,1,Alameda,142.6,110.91,9.88
3935756,Ripon High,68650,Ripon Unified,39,San Joaquin,47.01,42.34,3.75
126482,Augustus F. Hawkins High A Critical Design and Gaming,64733,Los Angeles Unified,19,Los Angeles,24.35,20.29,2.15
101907,The MET,67439,Sacramento City Unified,34,Sacramento,15.39,9.86,5.5
3730967,Oasis High (Alternative),68122,Fallbrook Union High,37,San Diego,3.99,1.64,2.36
126490,Augustus F. Hawkins High B Community Health Advocates,64733,Los Angeles Unified,19,Los Angeles,21.33,16.66,3.01
110106,Orange Grove High,67033,Corona-Norco Unified,33,Riverside,11.5,11.33,0.15
118307,Pride Continuation,68577,Linden Unified,39,San Joaquin,2.29,0.31,1.65
118315,East Village Middle College High,68338,San Diego Unified,37,San Diego,9,8.08,0.91
126508,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,64733,Los Angeles Unified,19,Los Angeles,15.01,10.84,3.55
4337200,San Jose High,69666,San Jose Unified,43,Santa Clara,51.17,39.91,7.5
1936947,Polytechnic High,64725,Long Beach Unified,19,Los Angeles,160.94,127.79,17.21
126516,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,64733,Los Angeles Unified,19,Los Angeles,34.74,25.97,5.96
5434931,Strathmore High,75523,Porterville Unified,54,Tulare,22.98,16.13,5.22
1035831,Roosevelt High,62166,Fresno Unified,10,Fresno,89.21,73.4,8.27
126524,Linda Esperanza Marquez High B LIBRA Academy,64733,Los Angeles Unified,19,Los Angeles,24.74,19.63,4.81
3731007,La Costa Canyon High,68346,San Dieguito Union High,37,San Diego,78.21,66.8,4.06
126532,Linda Esperanza Marquez High C School of Social Justice,64733,Los Angeles Unified,19,Los Angeles,28.25,20.94,6.29
101956,Aspire Benjamin Holt College Preparatory Academy,68585,Lodi Unified,39,San Joaquin,20.51,17.45,2.93
126540,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",64733,Los Angeles Unified,19,Los Angeles,27.51,22.8,3.38
3731023,Escondido Charter High,68106,Escondido Union High,37,San Diego,53.48,25.17,25.3
101972,Rosemont High,67439,Sacramento City Unified,34,Sacramento,62.59,55.85,2.95
126557,Visual and Performing Arts at Legacy High School Complex,64733,Los Angeles Unified,19,Los Angeles,23.52,17.28,6.21
2330207,Whale Gulch High,75218,Leggett Valley Unified,23,Mendocino,1.76,0.18,1.02
3632742,Colton High,67686,Colton Joint Unified,36,San Bernardino,95.42,82.59,6.26
2330215,Noyo High (Continuation),65565,Fort Bragg Unified,23,Mendocino,1.36,0.56,0.8
118380,Christopher High,69484,Gilroy Unified,43,Santa Clara,72.07,59.77,11.51
110189,McClymonds High,61259,Oakland Unified,1,Alameda,24.33,13.96,9.87
126573,Mervyn M. Dymally High,64733,Los Angeles Unified,19,Los Angeles,34.32,20.6,10
2330223,Laytonville Continuation High,73916,Laytonville Unified,23,Mendocino,0.1,0.03,0.07
3731056,TRACE,68338,San Diego Unified,37,San Diego,40,15,2
3731064,Chula Vista Senior High,68411,Sweetwater Union High,37,San Diego,102.07,55.62,32.36
4935292,Piner High,70920,Santa Rosa High,49,Sonoma,63.85,53.23,5.82
110205,Lemoore Middle College High,63982,Lemoore Union High,16,Kings,13.5,11.49,1.89
5631619,Adolfo Camarillo High,72546,Oxnard Union High,56,Ventura,87.08,72.12,6.77
1937028,Pomona High,64907,Pomona Unified,19,Los Angeles,57.33,44.08,8.43
102038,Sacramento Charter High,67439,Sacramento City Unified,34,Sacramento,22,14.2,6.4
126615,Academies of Education and Empowerment at Carson High,64733,Los Angeles Unified,19,Los Angeles,23,19.67,1.9
1937051,Quartz Hill High,64246,Antelope Valley Union High,19,Los Angeles,121.99,99.68,12.21
118430,Mission Vista High,68452,Vista Unified,37,San Diego,70.99,70.07,0
126623,Academy of Medical Arts at Carson High,64733,Los Angeles Unified,19,Los Angeles,26.02,23.5,1.14
3632809,Sierra High,67876,San Bernardino City Unified,36,San Bernardino,21.96,15.88,4.83
3731114,Valley Center High,75614,Valley Center-Pauma Unified,37,San Diego,50.2,39.4,3.06
134841,Orange County Workforce Innovation High,10306,Orange County Department of Education,30,Orange,8.99,3.27,5.7
2133692,Tamalpais High,65482,Tamalpais Union High,21,Marin,80.61,73.28,4.65
2830016,Vintage High,66266,Napa Valley Unified,28,Napa,80.36,72.88,3.07
4738753,Weed High,70466,Siskiyou Union High,47,Siskiyou,9.18,6.1,3.08
4132551,El Camino High,69070,South San Francisco Unified,41,San Mateo,59.3,48.99,5.34
134858,California School of the Arts - San Gabriel Valley,64469,Duarte Unified,19,Los Angeles,50.51,34.31,16.21
1732304,Clear Lake High,64030,Lakeport Unified,17,Lake,24.61,15.57,7.19
102103,Jordan (June) School for Equity,68478,San Francisco Unified,38,San Francisco,20.68,12.1,7.06
3731163,Carlsbad Seaside Academy,73551,Carlsbad Unified,37,San Diego,31.71,26.75,4.96
134890,San Diego Workforce Innovation High,67983,Borrego Springs Unified,37,San Diego,104.17,33.74,66.28
2830065,Palisades High (Continuation),66241,Calistoga Joint Unified,28,Napa,1,0,1
2330355,Lighthouse Community Day,65565,Fort Bragg Unified,23,Mendocino,1.28,0.52,0.76
1937143,Redondo Union High,75341,Redondo Beach Unified,19,Los Angeles,121.6,98.6,9.53
118521,Centinela Valley Independent Study,64352,Centinela Valley Union High,19,Los Angeles,1.38,0.43,0.95
5631742,Channel Islands High,72546,Oxnard Union High,56,Ventura,117.33,94.75,9.29
5730049,Wolfskill High,72702,Winters Joint Unified,57,Yolo,2.01,0.67,1.34
126722,East Palo Alto Academy,69062,Sequoia Union High,41,San Mateo,25.4,23.55,0
5730056,Madison Community High,72686,Esparto Unified,57,Yolo,0.8,0.11,0.69
134924,Berkeley Technology Academy,61143,Berkeley Unified,1,Alameda,4.2,2.37,1.83
732941,El Cerrito High,61796,West Contra Costa Unified,7,Contra Costa,63.89,54.58,7.12
3731213,Clairemont High,68338,San Diego Unified,37,San Diego,42.33,33.49,2
1937176,Reid High,64725,Long Beach Unified,19,Los Angeles,11.81,9.8,2.01
3034907,Back Bay High,66597,Newport-Mesa Unified,30,Orange,13.61,12.56,1.05
126748,LPS Oakland R & D Campus,61259,Oakland Unified,1,Alameda,24,11,11.5
2830115,New Technology High,66266,Napa Valley Unified,28,Napa,17.4,14.37,2.2
3731247,High Tech High,68338,San Diego Unified,37,San Diego,16,14.5,1
4935482,Rancho Cotate High,73882,Cotati-Rohnert Park Unified,49,Sonoma,67.71,59.12,3.74
118588,Alain Leroy Locke College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,71.32,52.37,9.98
1036094,Sanger High,62414,Sanger Unified,10,Fresno,132.35,107.95,18.71
3731262,Steele Canyon High,68130,Grossmont Union High,37,San Diego,81.88,76.54,4.41
2830149,Valley Oak High,66266,Napa Valley Unified,28,Napa,10.8,8.52,1.61
5631817,Chaparral High,72520,Ojai Unified,56,Ventura,2.85,2.05,0.8
1937226,Reseda Charter High,64733,Los Angeles Unified,19,Los Angeles,82.84,61.8,18.87
3034956,Mission Viejo High,73635,Saddleback Valley Unified,30,Orange,82.94,70.04,6.39
937805,South Tahoe High,61903,Lake Tahoe Unified,9,El Dorado,53.41,43.92,3.96
102236,Inderkum High,75283,Natomas Unified,34,Sacramento,89.75,80.26,5.8
3731304,MAAC Community Charter,68411,Sweetwater Union High,37,San Diego,14.01,9.74,4.67
3633005,Eisenhower Senior High,67850,Rialto Unified,36,San Bernardino,103.22,86.96,5.24
3731312,Oak Glen High,75614,Valley Center-Pauma Unified,37,San Diego,4.47,2.25,2.12
3034998,Lorin Griset Academy,66670,Santa Ana Unified,30,Orange,16.52,15.38,1.02
110460,Core Learning Academy at Conley-Caraballo High,61242,New Haven Unified,1,Alameda,7.7,6.59,1.11
118653,Ralph J. Bunche High,61259,Oakland Unified,1,Alameda,7.91,1.72,6.18
634758,Maxwell Sr High,61606,Maxwell Unified,6,Colusa,8.58,5.03,3.33
102285,Pioneer Valley High,69310,Santa Maria Joint Union High,42,Santa Barbara,126.19,100.74,20.43
110478,Alternative Learning Academy at Conley-Caraballo High,61242,New Haven Unified,1,Alameda,2.11,0.74,0
102293,Foresthill High,66894,Placer Union High,31,Placer,9.72,8.67,0.96
126870,San Joaquin Valley High,62364,Parlier Unified,10,Fresno,4.25,1.56,2.68
135061,Alvord Alternative Continuation High,66977,Alvord Unified,33,Riverside,7.52,5.46,2.24
110494,Bidwell Continuation High,61648,Antioch Unified,7,Contra Costa,8.41,5.22,3.19
1535905,Taft Union High,63818,Taft Union High,15,Kern,52.87,43.01,9.04
